MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Underlying Cause of Death)"
2020,22,Colorado,66
2020,23,Colorado,49
2020,24,Colorado,48
2020,25,Colorado,30
2020,26,Colorado,15
2020,27,Colorado,23
2020,28,Colorado,21
2020,29,Colorado,31
2020,30,Colorado,27
2020,31,Colorado,29
2020,32,Colorado,34
2020,33,Colorado,23
2020,34,Colorado,15
2020,35,Colorado,24
2020,36,Colorado,17
2020,37,Colorado,27
2020,38,Colorado,20
2020,39,Colorado,17
2020,40,Colorado,28
2020,41,Colorado,34
2020,42,Colorado,34
2020,43,Colorado,57
2020,44,Colorado,86
2020,45,Colorado,148
2020,46,Colorado,197
2020,47,Colorado,230
2020,48,Colorado,306
2020,49,Colorado,390
2020,50,Colorado,366
2020,51,Colorado,351
2020,52,Colorado,266
2020,53,Colorado,209
2021,1,Colorado,177
2021,2,Colorado,138
2021,3,Colorado,122
2021,4,Colorado,108
2021,5,Colorado,94
2021,6,Colorado,80
2021,7,Colorado,52
2021,8,Colorado,46
2021,9,Colorado,39
2021,10,Colorado,36
2021,11,Colorado,30
2021,12,Colorado,32
2021,13,Colorado,39
2021,14,Colorado,19
2021,15,Colorado,52
2021,16,Colorado,41
2021,17,Colorado,44
2021,18,Colorado,62
2021,19,Colorado,80
2021,20,Colorado,60
2021,21,Colorado,54
2021,22,Colorado,58
2021,23,Colorado,40
2021,24,Colorado,37
2021,25,Colorado,31
2021,26,Colorado,36
2021,27,Colorado,45
2021,28,Colorado,34
2021,29,Colorado,41
2021,30,Colorado,37
2021,31,Colorado,33
2021,32,Colorado,57
2021,33,Colorado,75
2021,34,Colorado,80
2021,35,Colorado,99
2021,36,Colorado,90
2021,37,Colorado,108
2021,38,Colorado,117
2021,39,Colorado,150
2021,40,Colorado,150
2021,41,Colorado,145
2021,42,Colorado,174
2021,43,Colorado,196
2021,44,Colorado,235
2021,45,Colorado,263
2021,46,Colorado,269
2021,47,Colorado,262
2021,48,Colorado,271
2021,49,Colorado,264
2021,50,Colorado,232
2021,51,Colorado,196
2021,52,Colorado,174
2022,1,Colorado,157
2022,2,Colorado,202
2022,3,Colorado,231
2022,4,Colorado,214
2022,5,Colorado,186
2022,6,Colorado,149
2022,7,Colorado,105
2022,8,Colorado,79
2022,9,Colorado,55
2022,10,Colorado,39
2022,11,Colorado,28
2022,12,Colorado,22
2022,13,Colorado,14
2022,14,Colorado,
2022,15,Colorado,12
2022,16,Colorado,
2022,17,Colorado,10
2022,18,Colorado,
2022,19,Colorado,14
2022,20,Colorado,19
2022,21,Colorado,14
2022,22,Colorado,22
2022,23,Colorado,23
2022,24,Colorado,30
2022,25,Colorado,24
2022,26,Colorado,25
2022,27,Colorado,18
2022,28,Colorado,20
2022,29,Colorado,29
2022,30,Colorado,28
2022,31,Colorado,19
2022,32,Colorado,17
2022,33,Colorado,16
2022,34,Colorado,13
2022,35,Colorado,24
2022,36,Colorado,19
2022,37,Colorado,12
2022,38,Colorado,19
2022,39,Colorado,17
2022,40,Colorado,14
2022,41,Colorado,16
2022,42,Colorado,15
2022,43,Colorado,25
2022,44,Colorado,25
2022,45,Colorado,29
2022,46,Colorado,41
2022,47,Colorado,31
2022,48,Colorado,35
2022,49,Colorado,41
2022,50,Colorado,29
2022,51,Colorado,27
2022,52,Colorado,27
2023,1,Colorado,27
2023,2,Colorado,22
2023,3,Colorado,23
2023,4,Colorado,13
2023,5,Colorado,10
2023,6,Colorado,
2023,7,Colorado,
2023,8,Colorado,10
2023,9,Colorado,17
2023,10,Colorado,12
2023,11,Colorado,11
2023,12,Colorado,19
2023,13,Colorado,18
2023,14,Colorado,13
2023,15,Colorado,13
2023,16,Colorado,
2023,17,Colorado,
2023,18,Colorado,
2023,19,Colorado,
2023,20,Colorado,
2023,21,Colorado,
2023,22,Colorado,
2023,23,Colorado,
2023,24,Colorado,
2023,25,Colorado,
2023,26,Colorado,
2023,27,Colorado,
2023,28,Colorado,
2023,29,Colorado,
2023,30,Colorado,
2023,31,Colorado,
2023,32,Colorado,
2023,33,Colorado,
2023,34,Colorado,
2023,35,Colorado,
2023,36,Colorado,
2023,37,Colorado,10
2020,1,Connecticut,0
2020,2,Connecticut,0
2020,3,Connecticut,0
2020,4,Connecticut,0
2020,5,Connecticut,0
2020,6,Connecticut,0
2020,7,Connecticut,0
2020,8,Connecticut,0
2020,9,Connecticut,0
2020,10,Connecticut,0
2020,11,Connecticut,0
2020,12,Connecticut,10
2020,13,Connecticut,46
2020,14,Connecticut,208
2020,15,Connecticut,503
2020,16,Connecticut,659
2020,17,Connecticut,659
2020,18,Connecticut,549
2020,19,Connecticut,443
2020,20,Connecticut,364
2020,21,Connecticut,258
2020,22,Connecticut,192
2020,23,Connecticut,104
2020,24,Connecticut,69
2020,25,Connecticut,35
2020,26,Connecticut,33
2020,27,Connecticut,18
2020,28,Connecticut,17
2020,29,Connecticut,12
2020,30,Connecticut,12
2020,31,Connecticut,
2020,32,Connecticut,
2020,33,Connecticut,
2020,34,Connecticut,
2020,35,Connecticut,
2020,36,Connecticut,
2020,37,Connecticut,
2020,38,Connecticut,11
2020,39,Connecticut,
2020,40,Connecticut,16
2020,41,Connecticut,14
2020,42,Connecticut,28
2020,43,Connecticut,30
2020,44,Connecticut,55
2020,45,Connecticut,59
2020,46,Connecticut,67
2020,47,Connecticut,121
2020,48,Connecticut,155
2020,49,Connecticut,204
2020,50,Connecticut,208
2020,51,Connecticut,231
2020,52,Connecticut,224
2020,53,Connecticut,275
2021,1,Connecticut,220
2021,2,Connecticut,219
2021,3,Connecticut,234
2021,4,Connecticut,167
2021,5,Connecticut,161
2021,6,Connecticut,130
2021,7,Connecticut,78
2021,8,Connecticut,72
2021,9,Connecticut,55
2021,10,Connecticut,51
2021,11,Connecticut,48
2021,12,Connecticut,39
2021,13,Connecticut,43
2021,14,Connecticut,37
2021,15,Connecticut,41
2021,16,Connecticut,46
2021,17,Connecticut,38
2021,18,Connecticut,36
2021,19,Connecticut,28
2021,20,Connecticut,16
2021,21,Connecticut,16
2021,22,Connecticut,
2021,23,Connecticut,
2021,24,Connecticut,
2021,25,Connecticut,
2021,26,Connecticut,
2021,27,Connecticut,
2021,28,Connecticut,
2021,29,Connecticut,
2021,30,Connecticut,
2021,31,Connecticut,14
2021,32,Connecticut,26
2021,33,Connecticut,21
2021,34,Connecticut,33
2021,35,Connecticut,38
2021,36,Connecticut,40
2021,37,Connecticut,38
2021,38,Connecticut,44
2021,39,Connecticut,39
2021,40,Connecticut,29
2021,41,Connecticut,29
2021,42,Connecticut,37
2021,43,Connecticut,23
2021,44,Connecticut,30
2021,45,Connecticut,32
2021,46,Connecticut,31
2021,47,Connecticut,48
2021,48,Connecticut,47
2021,49,Connecticut,77
2021,50,Connecticut,77
2021,51,Connecticut,102
2021,52,Connecticut,110
2022,1,Connecticut,191
2022,2,Connecticut,226
2022,3,Connecticut,263
2022,4,Connecticut,159
2022,5,Connecticut,139
2022,6,Connecticut,97
2022,7,Connecticut,57
2022,8,Connecticut,43
2022,9,Connecticut,29
2022,10,Connecticut,16
2022,11,Connecticut,
2022,12,Connecticut,
2022,13,Connecticut,
2022,14,Connecticut,11
2022,15,Connecticut,10
2022,16,Connecticut,
2022,17,Connecticut,18
2022,18,Connecticut,19
2022,19,Connecticut,19
2022,20,Connecticut,20
2022,21,Connecticut,21
2022,22,Connecticut,17
2022,23,Connecticut,14
2022,24,Connecticut,22
2022,25,Connecticut,12
2022,26,Connecticut,22
2022,27,Connecticut,16
2022,28,Connecticut,13
2022,29,Connecticut,10
2022,30,Connecticut,14
2022,31,Connecticut,24
2022,32,Connecticut,14
2022,33,Connecticut,20
2022,34,Connecticut,18
2022,35,Connecticut,15
2022,36,Connecticut,25
2022,37,Connecticut,20
2022,38,Connecticut,18
2022,39,Connecticut,23
2022,40,Connecticut,22
2022,41,Connecticut,35
2022,42,Connecticut,24
2022,43,Connecticut,34
2022,44,Connecticut,28
2022,45,Connecticut,13
2022,46,Connecticut,21
2022,47,Connecticut,24
2022,48,Connecticut,15
2022,49,Connecticut,23
2022,50,Connecticut,35
2022,51,Connecticut,37
2022,52,Connecticut,45
2023,1,Connecticut,30
2023,2,Connecticut,34
2023,3,Connecticut,32
2023,4,Connecticut,30
2023,5,Connecticut,26
2023,6,Connecticut,15
2023,7,Connecticut,21
2023,8,Connecticut,17
2023,9,Connecticut,15
2023,10,Connecticut,11
2023,11,Connecticut,13
2023,12,Connecticut,11
2023,13,Connecticut,
2023,14,Connecticut,
2023,15,Connecticut,
2023,16,Connecticut,
2023,17,Connecticut,
2023,18,Connecticut,
2023,19,Connecticut,
2023,20,Connecticut,
2023,21,Connecticut,
2023,22,Connecticut,
2023,23,Connecticut,
2023,24,Connecticut,0
2023,25,Connecticut,
2023,26,Connecticut,
2023,27,Connecticut,
2023,28,Connecticut,
2023,29,Connecticut,
2023,30,Connecticut,
2023,31,Connecticut,
2023,32,Connecticut,
2023,33,Connecticut,
2023,34,Connecticut,
2023,35,Connecticut,
2023,36,Connecticut,11
2023,37,Connecticut,
2020,1,Delaware,0
2020,2,Delaware,0
2020,3,Delaware,0
2020,4,Delaware,0
2020,5,Delaware,0
2020,6,Delaware,0
2020,7,Delaware,0
2020,8,Delaware,0
2020,9,Delaware,0
2020,10,Delaware,0
2020,11,Delaware,0
2020,12,Delaware,0
2020,13,Delaware,
2020,14,Delaware,
2020,15,Delaware,24
2020,16,Delaware,41
2020,17,Delaware,60
2020,18,Delaware,73
2020,19,Delaware,65
2020,20,Delaware,77
2020,21,Delaware,48
2020,22,Delaware,47
2020,23,Delaware,25
2020,24,Delaware,16
2020,25,Delaware,
2020,26,Delaware,
2020,27,Delaware,
2020,28,Delaware,
2020,29,Delaware,
2020,30,Delaware,
2020,31,Delaware,
2020,32,Delaware,
2020,33,Delaware,
2020,34,Delaware,
2020,35,Delaware,
2020,36,Delaware,
2020,37,Delaware,
2020,38,Delaware,
2020,39,Delaware,
2020,40,Delaware,12
2020,41,Delaware,12
2020,42,Delaware,13
2020,43,Delaware,17
2020,44,Delaware,24
2020,45,Delaware,16
2020,46,Delaware,13
2020,47,Delaware,20
2020,48,Delaware,25
2020,49,Delaware,35
2020,50,Delaware,45
2020,51,Delaware,60
2020,52,Delaware,71
2020,53,Delaware,62
2021,1,Delaware,63
2021,2,Delaware,68
2021,3,Delaware,82
2021,4,Delaware,58
2021,5,Delaware,41
2021,6,Delaware,43
2021,7,Delaware,19
2021,8,Delaware,24
2021,9,Delaware,17
2021,10,Delaware,22
2021,11,Delaware,12
2021,12,Delaware,
2021,13,Delaware,
2021,14,Delaware,14
2021,15,Delaware,15
2021,16,Delaware,
2021,17,Delaware,11
2021,18,Delaware,
2021,19,Delaware,
2021,20,Delaware,
2021,21,Delaware,
2021,22,Delaware,
2021,23,Delaware,
2021,24,Delaware,
2021,25,Delaware,
2021,26,Delaware,
2021,27,Delaware,
2021,28,Delaware,
2021,29,Delaware,
2021,30,Delaware,
2021,31,Delaware,
2021,32,Delaware,
2021,33,Delaware,16
2021,34,Delaware,17
2021,35,Delaware,20
2021,36,Delaware,22
2021,37,Delaware,37
2021,38,Delaware,32
2021,39,Delaware,24
2021,40,Delaware,31
2021,41,Delaware,23
2021,42,Delaware,32
2021,43,Delaware,16
2021,44,Delaware,25
2021,45,Delaware,12
2021,46,Delaware,18
2021,47,Delaware,21
2021,48,Delaware,26
2021,49,Delaware,26
2021,50,Delaware,39
2021,51,Delaware,24
2021,52,Delaware,49
2022,1,Delaware,54
2022,2,Delaware,69
2022,3,Delaware,85
2022,4,Delaware,66
2022,5,Delaware,52
2022,6,Delaware,35
2022,7,Delaware,20
2022,8,Delaware,20
2022,9,Delaware,
2022,10,Delaware,
2022,11,Delaware,
2022,12,Delaware,
2022,13,Delaware,
2022,14,Delaware,
2022,15,Delaware,
2022,16,Delaware,
2022,17,Delaware,
2022,18,Delaware,
2022,19,Delaware,
2022,20,Delaware,
2022,21,Delaware,
2022,22,Delaware,
2022,23,Delaware,
2022,24,Delaware,
2022,25,Delaware,
2022,26,Delaware,
2022,27,Delaware,
2022,28,Delaware,
2022,29,Delaware,
2022,30,Delaware,
2022,31,Delaware,
2022,32,Delaware,
2022,33,Delaware,
2022,34,Delaware,
2022,35,Delaware,
2022,36,Delaware,
2022,37,Delaware,
2022,38,Delaware,
2022,39,Delaware,
2022,40,Delaware,
2022,41,Delaware,
2022,42,Delaware,
2022,43,Delaware,
2022,44,Delaware,
2022,45,Delaware,
2022,46,Delaware,
2022,47,Delaware,
2022,48,Delaware,
2022,49,Delaware,11
2022,50,Delaware,
2022,51,Delaware,
2022,52,Delaware,
2023,1,Delaware,
2023,2,Delaware,
2023,3,Delaware,
2023,4,Delaware,
2023,5,Delaware,
2023,6,Delaware,
2023,7,Delaware,
2023,8,Delaware,
2023,9,Delaware,
2023,10,Delaware,
2023,11,Delaware,
2023,12,Delaware,
2023,13,Delaware,
2023,14,Delaware,
2023,15,Delaware,0
2023,16,Delaware,
2023,17,Delaware,
2023,18,Delaware,
2023,19,Delaware,0
2023,20,Delaware,0
2023,21,Delaware,
2023,22,Delaware,
2023,23,Delaware,
2023,24,Delaware,0
2023,25,Delaware,
2023,26,Delaware,
2023,27,Delaware,0
2023,28,Delaware,0
2023,29,Delaware,
2023,30,Delaware,
2023,31,Delaware,0
2023,32,Delaware,
2023,33,Delaware,
2023,34,Delaware,
2023,35,Delaware,
2023,36,Delaware,
2023,37,Delaware,
2020,1,District of Columbia,0
2020,2,District of Columbia,0
2020,3,District of Columbia,0
2020,4,District of Columbia,0
2020,5,District of Columbia,0
2020,6,District of Columbia,0
2020,7,District of Columbia,0
2020,8,District of Columbia,0
2020,9,District of Columbia,0
2020,10,District of Columbia,0
2020,11,District of Columbia,0
2020,12,District of Columbia,
2020,13,District of Columbia,
2020,14,District of Columbia,25
2020,15,District of Columbia,37
2020,16,District of Columbia,59
2020,17,District of Columbia,90
2020,18,District of Columbia,74
2020,19,District of Columbia,86
2020,20,District of Columbia,71
2020,21,District of Columbia,46
2020,22,District of Columbia,42
2020,23,District of Columbia,36
2020,24,District of Columbia,30
2020,25,District of Columbia,25
2020,26,District of Columbia,18
2020,27,District of Columbia,13
2020,28,District of Columbia,
2020,29,District of Columbia,10
2020,30,District of Columbia,
2020,31,District of Columbia,
2020,32,District of Columbia,
2020,33,District of Columbia,
2020,34,District of Columbia,10
2020,35,District of Columbia,
2020,36,District of Columbia,
2020,37,District of Columbia,
2020,38,District of Columbia,
2020,39,District of Columbia,
2020,40,District of Columbia,
2020,41,District of Columbia,12
2020,42,District of Columbia,
2020,43,District of Columbia,
2020,44,District of Columbia,
2020,45,District of Columbia,
2020,46,District of Columbia,
2020,47,District of Columbia,16
2020,48,District of Columbia,12
2020,49,District of Columbia,17
2020,50,District of Columbia,19
2020,51,District of Columbia,28
2020,52,District of Columbia,36
2020,53,District of Columbia,33
2021,1,District of Columbia,33
2021,2,District of Columbia,29
2021,3,District of Columbia,23
2021,4,District of Columbia,41
2021,5,District of Columbia,31
2021,6,District of Columbia,18
2021,7,District of Columbia,17
2021,8,District of Columbia,24
2021,9,District of Columbia,17
2021,10,District of Columbia,
2021,11,District of Columbia,
2021,12,District of Columbia,11
2021,13,District of Columbia,14
2021,14,District of Columbia,12
2021,15,District of Columbia,16
2021,16,District of Columbia,11
2021,17,District of Columbia,
2021,18,District of Columbia,
2021,19,District of Columbia,10
2021,20,District of Columbia,10
2021,21,District of Columbia,
2021,22,District of Columbia,
2021,23,District of Columbia,
2021,24,District of Columbia,
2021,25,District of Columbia,
2021,26,District of Columbia,
2021,27,District of Columbia,
2021,28,District of Columbia,
2021,29,District of Columbia,
2021,30,District of Columbia,
2021,31,District of Columbia,
2021,32,District of Columbia,
2021,33,District of Columbia,12
2021,34,District of Columbia,11
2021,35,District of Columbia,12
2021,36,District of Columbia,
2021,37,District of Columbia,10
2021,38,District of Columbia,
2021,39,District of Columbia,13
2021,40,District of Columbia,
2021,41,District of Columbia,
2021,42,District of Columbia,
2021,43,District of Columbia,
2021,44,District of Columbia,
2021,45,District of Columbia,
2021,46,District of Columbia,
2021,47,District of Columbia,
2021,48,District of Columbia,
2021,49,District of Columbia,10
2021,50,District of Columbia,
2021,51,District of Columbia,13
2021,52,District of Columbia,29
2022,1,District of Columbia,32
2022,2,District of Columbia,30
2022,3,District of Columbia,39
2022,4,District of Columbia,26
2022,5,District of Columbia,17
2022,6,District of Columbia,14
2022,7,District of Columbia,
2022,8,District of Columbia,
2022,9,District of Columbia,
2022,10,District of Columbia,
2022,11,District of Columbia,
2022,12,District of Columbia,
2022,13,District of Columbia,
2022,14,District of Columbia,
2022,15,District of Columbia,
2022,16,District of Columbia,
2022,17,District of Columbia,
2022,18,District of Columbia,
2022,19,District of Columbia,
2022,20,District of Columbia,0
2022,21,District of Columbia,
2022,22,District of Columbia,
2022,23,District of Columbia,
2022,24,District of Columbia,
2022,25,District of Columbia,
2022,26,District of Columbia,
2022,27,District of Columbia,0
2022,28,District of Columbia,
2022,29,District of Columbia,
2022,30,District of Columbia,
2022,31,District of Columbia,0
2022,32,District of Columbia,
2022,33,District of Columbia,
2022,34,District of Columbia,
2022,35,District of Columbia,
2022,36,District of Columbia,
2022,37,District of Columbia,
2022,38,District of Columbia,
2022,39,District of Columbia,
2022,40,District of Columbia,
2022,41,District of Columbia,
2022,42,District of Columbia,
2022,43,District of Columbia,0
2022,44,District of Columbia,
2022,45,District of Columbia,
2022,46,District of Columbia,
2022,47,District of Columbia,
2022,48,District of Columbia,
2022,49,District of Columbia,
2022,50,District of Columbia,
2022,51,District of Columbia,
2022,52,District of Columbia,
2023,1,District of Columbia,
2023,2,District of Columbia,
2023,3,District of Columbia,
2023,4,District of Columbia,
2023,5,District of Columbia,0
2023,6,District of Columbia,
2023,7,District of Columbia,
2023,8,District of Columbia,
2023,9,District of Columbia,
2023,10,District of Columbia,
2023,11,District of Columbia,
2023,12,District of Columbia,
2023,13,District of Columbia,
2023,14,District of Columbia,0
2023,15,District of Columbia,
2023,16,District of Columbia,
2023,17,District of Columbia,
2023,18,District of Columbia,0
2023,19,District of Columbia,
2023,20,District of Columbia,
2023,21,District of Columbia,
2023,22,District of Columbia,
2023,23,District of Columbia,0
2023,24,District of Columbia,0
2023,25,District of Columbia,0
2023,26,District of Columbia,0
2023,27,District of Columbia,0
2023,28,District of Columbia,0
2023,29,District of Columbia,0
2023,30,District of Columbia,0
2023,31,District of Columbia,0
2023,32,District of Columbia,0
2023,33,District of Columbia,
2023,34,District of Columbia,
2023,35,District of Columbia,
2023,36,District of Columbia,
2023,37,District of Columbia,0
2020,1,Florida,0
2020,2,Florida,0
2020,3,Florida,0
2020,4,Florida,0
2020,5,Florida,0
2020,6,Florida,0
2020,7,Florida,0
2020,8,Florida,0
2020,9,Florida,0
2020,10,Florida,
2020,11,Florida,
2020,12,Florida,16
2020,13,Florida,91
2020,14,Florida,210
2020,15,Florida,288
2020,16,Florida,297
2020,17,Florida,294
2020,18,Florida,279
2020,19,Florida,257
2020,20,Florida,219
2020,21,Florida,200
2020,22,Florida,193
2020,23,Florida,172
2020,24,Florida,162
2020,25,Florida,192
2020,26,Florida,270
2020,27,Florida,410
2020,28,Florida,703
2020,29,Florida,"1,064"
2020,30,Florida,"1,267"
2020,31,Florida,"1,362"
2020,32,Florida,"1,256"
2020,33,Florida,"1,058"
2020,34,Florida,863
2020,35,Florida,725
2020,36,Florida,581
2020,37,Florida,461
2020,38,Florida,384
2020,39,Florida,361
2020,40,Florida,288
2020,41,Florida,291
2020,42,Florida,296
2020,43,Florida,262
2020,44,Florida,266
2020,45,Florida,268
2020,46,Florida,368
2020,47,Florida,358
2020,48,Florida,447
2020,49,Florida,527
2020,50,Florida,533
2020,51,Florida,595
2020,52,Florida,716
2020,53,Florida,856
2021,1,Florida,974
2021,2,Florida,"1,12"
2021,3,Florida,"1,123"
2021,4,Florida,955
2021,5,Florida,950
2021,6,Florida,806
2021,7,Florida,648
2021,8,Florida,531
2021,9,Florida,462
2021,10,Florida,385
2021,11,Florida,350
2021,12,Florida,297
2021,13,Florida,323
2021,14,Florida,264
2021,15,Florida,300
2021,16,Florida,346
2021,17,Florida,310
2021,18,Florida,311
2021,19,Florida,288
2021,20,Florida,253
2021,21,Florida,212
2021,22,Florida,243
2021,23,Florida,169
2021,24,Florida,164
2021,25,Florida,137
2021,26,Florida,152
2021,27,Florida,199
2021,28,Florida,278
2021,29,Florida,431
2021,30,Florida,837
2021,31,Florida,"1,386"
2021,32,Florida,"2,03"
2021,33,Florida,"2,483"
2021,34,Florida,"2,689"
2021,35,Florida,"2,641"
2021,36,Florida,"2,228"
2021,37,Florida,"1,785"
2021,38,Florida,"1,456"
2021,39,Florida,"1,066"
2021,40,Florida,766
2021,41,Florida,555
2021,42,Florida,420
2021,43,Florida,293
2021,44,Florida,256
2021,45,Florida,199
2021,46,Florida,140
2021,47,Florida,118
2021,48,Florida,144
2021,49,Florida,139
2021,50,Florida,123
2021,51,Florida,151
2021,52,Florida,252
2022,1,Florida,473
2022,2,Florida,876
2022,3,Florida,"1,14"
2022,4,Florida,"1,126"
2022,5,Florida,"1,032"
2022,6,Florida,838
2022,7,Florida,637
2022,8,Florida,480
2022,9,Florida,342
2022,10,Florida,219
2022,11,Florida,151
2022,12,Florida,114
2022,13,Florida,82
2022,14,Florida,70
2022,15,Florida,58
2022,16,Florida,53
2022,17,Florida,48
2022,18,Florida,60
2022,19,Florida,51
2022,20,Florida,78
2022,21,Florida,105
2022,22,Florida,124
2022,23,Florida,137
2022,24,Florida,165
2022,25,Florida,206
2022,26,Florida,171
2022,27,Florida,201
2022,28,Florida,232
2022,29,Florida,222
2022,30,Florida,226
2022,31,Florida,232
2022,32,Florida,219
2022,33,Florida,231
2022,34,Florida,199
2022,35,Florida,177
2022,36,Florida,154
2022,37,Florida,132
