MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Multiple Cause of Death)"
2020,14,Colorado,129
2020,15,Colorado,214
2020,16,Colorado,218
2020,17,Colorado,224
2020,18,Colorado,189
2020,19,Colorado,139
2020,20,Colorado,97
2020,21,Colorado,93
2020,22,Colorado,75
2020,23,Colorado,63
2020,24,Colorado,59
2020,25,Colorado,38
2020,26,Colorado,22
2020,27,Colorado,25
2020,28,Colorado,28
2020,29,Colorado,43
2020,30,Colorado,33
2020,31,Colorado,36
2020,32,Colorado,39
2020,33,Colorado,28
2020,34,Colorado,19
2020,35,Colorado,29
2020,36,Colorado,20
2020,37,Colorado,33
2020,38,Colorado,21
2020,39,Colorado,24
2020,40,Colorado,35
2020,41,Colorado,38
2020,42,Colorado,41
2020,43,Colorado,62
2020,44,Colorado,96
2020,45,Colorado,167
2020,46,Colorado,228
2020,47,Colorado,267
2020,48,Colorado,348
2020,49,Colorado,448
2020,50,Colorado,428
2020,51,Colorado,402
2020,52,Colorado,308
2020,53,Colorado,263
2021,1,Colorado,211
2021,2,Colorado,165
2021,3,Colorado,158
2021,4,Colorado,141
2021,5,Colorado,118
2021,6,Colorado,100
2021,7,Colorado,65
2021,8,Colorado,59
2021,9,Colorado,51
2021,10,Colorado,50
2021,11,Colorado,45
2021,12,Colorado,43
2021,13,Colorado,48
2021,14,Colorado,26
2021,15,Colorado,62
2021,16,Colorado,56
2021,17,Colorado,54
2021,18,Colorado,72
2021,19,Colorado,93
2021,20,Colorado,69
2021,21,Colorado,63
2021,22,Colorado,69
2021,23,Colorado,48
2021,24,Colorado,42
2021,25,Colorado,43
2021,26,Colorado,44
2021,27,Colorado,55
2021,28,Colorado,38
2021,29,Colorado,45
2021,30,Colorado,44
2021,31,Colorado,42
2021,32,Colorado,64
2021,33,Colorado,88
2021,34,Colorado,96
2021,35,Colorado,106
2021,36,Colorado,101
2021,37,Colorado,122
2021,38,Colorado,130
2021,39,Colorado,157
2021,40,Colorado,171
2021,41,Colorado,157
2021,42,Colorado,196
2021,43,Colorado,218
2021,44,Colorado,254
2021,45,Colorado,285
2021,46,Colorado,291
2021,47,Colorado,278
2021,48,Colorado,293
2021,49,Colorado,285
2021,50,Colorado,252
2021,51,Colorado,213
2021,52,Colorado,197
2022,1,Colorado,197
2022,2,Colorado,243
2022,3,Colorado,279
2022,4,Colorado,270
2022,5,Colorado,244
2022,6,Colorado,189
2022,7,Colorado,141
2022,8,Colorado,108
2022,9,Colorado,82
2022,10,Colorado,63
2022,11,Colorado,50
2022,12,Colorado,43
2022,13,Colorado,26
2022,14,Colorado,23
2022,15,Colorado,18
2022,16,Colorado,19
2022,17,Colorado,21
2022,18,Colorado,16
2022,19,Colorado,20
2022,20,Colorado,31
2022,21,Colorado,27
2022,22,Colorado,46
2022,23,Colorado,39
2022,24,Colorado,47
2022,25,Colorado,41
2022,26,Colorado,42
2022,27,Colorado,32
2022,28,Colorado,39
2022,29,Colorado,51
2022,30,Colorado,48
2022,31,Colorado,33
2022,32,Colorado,33
2022,33,Colorado,33
2022,34,Colorado,20
2022,35,Colorado,36
2022,36,Colorado,32
2022,37,Colorado,30
2022,38,Colorado,41
2022,39,Colorado,32
2022,40,Colorado,26
2022,41,Colorado,28
2022,42,Colorado,27
2022,43,Colorado,33
2022,44,Colorado,43
2022,45,Colorado,54
2022,46,Colorado,65
2022,47,Colorado,57
2022,48,Colorado,58
2022,49,Colorado,61
2022,50,Colorado,47
2022,51,Colorado,52
2022,52,Colorado,50
2023,1,Colorado,55
2023,2,Colorado,48
2023,3,Colorado,41
2023,4,Colorado,25
2023,5,Colorado,25
2023,6,Colorado,23
2023,7,Colorado,20
2023,8,Colorado,22
2023,9,Colorado,27
2023,10,Colorado,25
2023,11,Colorado,25
2023,12,Colorado,24
2023,13,Colorado,31
2023,14,Colorado,27
2023,15,Colorado,23
2023,16,Colorado,19
2023,17,Colorado,16
2023,18,Colorado,18
2023,19,Colorado,13
2023,20,Colorado,15
2023,21,Colorado,
2023,22,Colorado,
2023,23,Colorado,13
2023,24,Colorado,10
2023,25,Colorado,11
2023,26,Colorado,
2023,27,Colorado,
2023,28,Colorado,
2023,29,Colorado,
2023,30,Colorado,11
2023,31,Colorado,
2023,32,Colorado,
2023,33,Colorado,
2023,34,Colorado,17
2023,35,Colorado,10
2023,36,Colorado,10
2023,37,Colorado,13
2020,1,Connecticut,0
2020,2,Connecticut,0
2020,3,Connecticut,0
2020,4,Connecticut,0
2020,5,Connecticut,0
2020,6,Connecticut,0
2020,7,Connecticut,0
2020,8,Connecticut,0
2020,9,Connecticut,0
2020,10,Connecticut,0
2020,11,Connecticut,0
2020,12,Connecticut,11
2020,13,Connecticut,49
2020,14,Connecticut,215
2020,15,Connecticut,526
2020,16,Connecticut,686
2020,17,Connecticut,686
2020,18,Connecticut,577
2020,19,Connecticut,468
2020,20,Connecticut,384
2020,21,Connecticut,284
2020,22,Connecticut,212
2020,23,Connecticut,120
2020,24,Connecticut,87
2020,25,Connecticut,44
2020,26,Connecticut,44
2020,27,Connecticut,24
2020,28,Connecticut,25
2020,29,Connecticut,15
2020,30,Connecticut,15
2020,31,Connecticut,10
2020,32,Connecticut,
2020,33,Connecticut,
2020,34,Connecticut,
2020,35,Connecticut,
2020,36,Connecticut,
2020,37,Connecticut,
2020,38,Connecticut,12
2020,39,Connecticut,
2020,40,Connecticut,16
2020,41,Connecticut,17
2020,42,Connecticut,31
2020,43,Connecticut,32
2020,44,Connecticut,62
2020,45,Connecticut,68
2020,46,Connecticut,79
2020,47,Connecticut,130
2020,48,Connecticut,165
2020,49,Connecticut,218
2020,50,Connecticut,227
2020,51,Connecticut,253
2020,52,Connecticut,239
2020,53,Connecticut,298
2021,1,Connecticut,242
2021,2,Connecticut,249
2021,3,Connecticut,252
2021,4,Connecticut,185
2021,5,Connecticut,178
2021,6,Connecticut,144
2021,7,Connecticut,91
2021,8,Connecticut,81
2021,9,Connecticut,66
2021,10,Connecticut,64
2021,11,Connecticut,52
2021,12,Connecticut,47
2021,13,Connecticut,49
2021,14,Connecticut,39
2021,15,Connecticut,44
2021,16,Connecticut,50
2021,17,Connecticut,48
2021,18,Connecticut,39
2021,19,Connecticut,35
2021,20,Connecticut,18
2021,21,Connecticut,16
2021,22,Connecticut,10
2021,23,Connecticut,10
2021,24,Connecticut,
2021,25,Connecticut,
2021,26,Connecticut,
2021,27,Connecticut,
2021,28,Connecticut,
2021,29,Connecticut,
2021,30,Connecticut,
2021,31,Connecticut,14
2021,32,Connecticut,28
2021,33,Connecticut,23
2021,34,Connecticut,37
2021,35,Connecticut,45
2021,36,Connecticut,41
2021,37,Connecticut,46
2021,38,Connecticut,46
2021,39,Connecticut,42
2021,40,Connecticut,35
2021,41,Connecticut,34
2021,42,Connecticut,42
2021,43,Connecticut,25
2021,44,Connecticut,31
2021,45,Connecticut,38
2021,46,Connecticut,35
2021,47,Connecticut,52
2021,48,Connecticut,50
2021,49,Connecticut,83
2021,50,Connecticut,80
2021,51,Connecticut,110
2021,52,Connecticut,123
2022,1,Connecticut,215
2022,2,Connecticut,261
2022,3,Connecticut,303
2022,4,Connecticut,178
2022,5,Connecticut,174
2022,6,Connecticut,117
2022,7,Connecticut,73
2022,8,Connecticut,53
2022,9,Connecticut,34
2022,10,Connecticut,20
2022,11,Connecticut,12
2022,12,Connecticut,
2022,13,Connecticut,13
2022,14,Connecticut,13
2022,15,Connecticut,13
2022,16,Connecticut,15
2022,17,Connecticut,25
2022,18,Connecticut,23
2022,19,Connecticut,21
2022,20,Connecticut,28
2022,21,Connecticut,32
2022,22,Connecticut,24
2022,23,Connecticut,24
2022,24,Connecticut,28
2022,25,Connecticut,16
2022,26,Connecticut,26
2022,27,Connecticut,24
2022,28,Connecticut,16
2022,29,Connecticut,15
2022,30,Connecticut,25
2022,31,Connecticut,31
2022,32,Connecticut,21
2022,33,Connecticut,24
2022,34,Connecticut,26
2022,35,Connecticut,28
2022,36,Connecticut,32
2022,37,Connecticut,26
2022,38,Connecticut,24
2022,39,Connecticut,32
2022,40,Connecticut,30
2022,41,Connecticut,44
2022,42,Connecticut,34
2022,43,Connecticut,42
2022,44,Connecticut,36
2022,45,Connecticut,19
2022,46,Connecticut,23
2022,47,Connecticut,34
2022,48,Connecticut,26
2022,49,Connecticut,35
2022,50,Connecticut,42
2022,51,Connecticut,54
2022,52,Connecticut,64
2023,1,Connecticut,46
2023,2,Connecticut,41
2023,3,Connecticut,53
2023,4,Connecticut,45
2023,5,Connecticut,39
2023,6,Connecticut,24
2023,7,Connecticut,30
2023,8,Connecticut,22
2023,9,Connecticut,22
2023,10,Connecticut,16
2023,11,Connecticut,20
2023,12,Connecticut,14
2023,13,Connecticut,
2023,14,Connecticut,10
2023,15,Connecticut,
2023,16,Connecticut,11
2023,17,Connecticut,
2023,18,Connecticut,
2023,19,Connecticut,
2023,20,Connecticut,
2023,21,Connecticut,
2023,22,Connecticut,
2023,23,Connecticut,
2023,24,Connecticut,
2023,25,Connecticut,
2023,26,Connecticut,
2023,27,Connecticut,
2023,28,Connecticut,
2023,29,Connecticut,
2023,30,Connecticut,
2023,31,Connecticut,
2023,32,Connecticut,
2023,33,Connecticut,
2023,34,Connecticut,11
2023,35,Connecticut,
2023,36,Connecticut,15
2023,37,Connecticut,13
2020,1,Delaware,0
2020,2,Delaware,0
2020,3,Delaware,0
2020,4,Delaware,0
2020,5,Delaware,0
2020,6,Delaware,0
2020,7,Delaware,0
2020,8,Delaware,0
2020,9,Delaware,0
2020,10,Delaware,0
2020,11,Delaware,0
2020,12,Delaware,0
2020,13,Delaware,
2020,14,Delaware,
2020,15,Delaware,25
2020,16,Delaware,43
2020,17,Delaware,64
2020,18,Delaware,76
2020,19,Delaware,65
2020,20,Delaware,81
2020,21,Delaware,51
2020,22,Delaware,51
2020,23,Delaware,25
2020,24,Delaware,22
2020,25,Delaware,14
2020,26,Delaware,10
2020,27,Delaware,
2020,28,Delaware,
2020,29,Delaware,
2020,30,Delaware,10
2020,31,Delaware,
2020,32,Delaware,
2020,33,Delaware,
2020,34,Delaware,
2020,35,Delaware,
2020,36,Delaware,
2020,37,Delaware,
2020,38,Delaware,
2020,39,Delaware,
2020,40,Delaware,13
2020,41,Delaware,12
2020,42,Delaware,17
2020,43,Delaware,20
2020,44,Delaware,25
2020,45,Delaware,16
2020,46,Delaware,18
2020,47,Delaware,24
2020,48,Delaware,28
2020,49,Delaware,42
2020,50,Delaware,52
2020,51,Delaware,69
2020,52,Delaware,77
2020,53,Delaware,71
2021,1,Delaware,66
2021,2,Delaware,79
2021,3,Delaware,90
2021,4,Delaware,65
2021,5,Delaware,51
2021,6,Delaware,51
2021,7,Delaware,23
2021,8,Delaware,26
2021,9,Delaware,22
2021,10,Delaware,24
2021,11,Delaware,12
2021,12,Delaware,10
2021,13,Delaware,10
2021,14,Delaware,19
2021,15,Delaware,22
2021,16,Delaware,10
2021,17,Delaware,16
2021,18,Delaware,12
2021,19,Delaware,12
2021,20,Delaware,
2021,21,Delaware,
2021,22,Delaware,
2021,23,Delaware,
2021,24,Delaware,
2021,25,Delaware,
2021,26,Delaware,
2021,27,Delaware,
2021,28,Delaware,
2021,29,Delaware,
2021,30,Delaware,
2021,31,Delaware,
2021,32,Delaware,
2021,33,Delaware,19
2021,34,Delaware,18
2021,35,Delaware,20
2021,36,Delaware,26
2021,37,Delaware,39
2021,38,Delaware,34
2021,39,Delaware,29
2021,40,Delaware,33
2021,41,Delaware,24
2021,42,Delaware,34
2021,43,Delaware,17
2021,44,Delaware,27
2021,45,Delaware,17
2021,46,Delaware,21
2021,47,Delaware,24
2021,48,Delaware,27
2021,49,Delaware,27
2021,50,Delaware,44
2021,51,Delaware,31
2021,52,Delaware,54
2022,1,Delaware,69
2022,2,Delaware,78
2022,3,Delaware,92
2022,4,Delaware,78
2022,5,Delaware,63
2022,6,Delaware,43
2022,7,Delaware,29
2022,8,Delaware,23
2022,9,Delaware,16
2022,10,Delaware,13
2022,11,Delaware,12
2022,12,Delaware,10
2022,13,Delaware,
2022,14,Delaware,
2022,15,Delaware,
2022,16,Delaware,
2022,17,Delaware,
2022,18,Delaware,
2022,19,Delaware,
2022,20,Delaware,
2022,21,Delaware,
2022,22,Delaware,
2022,23,Delaware,11
2022,24,Delaware,
2022,25,Delaware,
2022,26,Delaware,11
2022,27,Delaware,
2022,28,Delaware,
2022,29,Delaware,12
2022,30,Delaware,11
2022,31,Delaware,10
2022,32,Delaware,
2022,33,Delaware,
2022,34,Delaware,13
2022,35,Delaware,
2022,36,Delaware,
2022,37,Delaware,
2022,38,Delaware,19
2022,39,Delaware,
2022,40,Delaware,
2022,41,Delaware,
2022,42,Delaware,
2022,43,Delaware,
2022,44,Delaware,
2022,45,Delaware,
2022,46,Delaware,
2022,47,Delaware,
2022,48,Delaware,
2022,49,Delaware,15
2022,50,Delaware,11
2022,51,Delaware,12
2022,52,Delaware,
2023,1,Delaware,10
2023,2,Delaware,16
2023,3,Delaware,12
2023,4,Delaware,17
2023,5,Delaware,11
2023,6,Delaware,14
2023,7,Delaware,17
2023,8,Delaware,
2023,9,Delaware,
2023,10,Delaware,12
2023,11,Delaware,
2023,12,Delaware,10
2023,13,Delaware,
2023,14,Delaware,
2023,15,Delaware,
2023,16,Delaware,
2023,17,Delaware,
2023,18,Delaware,
2023,19,Delaware,
2023,20,Delaware,
2023,21,Delaware,
2023,22,Delaware,
2023,23,Delaware,
2023,24,Delaware,
2023,25,Delaware,
2023,26,Delaware,
2023,27,Delaware,0
2023,28,Delaware,
2023,29,Delaware,
2023,30,Delaware,
2023,31,Delaware,
2023,32,Delaware,
2023,33,Delaware,
2023,34,Delaware,
2023,35,Delaware,
2023,36,Delaware,
2023,37,Delaware,
2020,1,District of Columbia,0
2020,2,District of Columbia,0
2020,3,District of Columbia,0
2020,4,District of Columbia,0
2020,5,District of Columbia,0
2020,6,District of Columbia,0
2020,7,District of Columbia,0
2020,8,District of Columbia,0
2020,9,District of Columbia,0
2020,10,District of Columbia,0
2020,11,District of Columbia,0
2020,12,District of Columbia,
2020,13,District of Columbia,
2020,14,District of Columbia,25
2020,15,District of Columbia,37
2020,16,District of Columbia,59
2020,17,District of Columbia,90
2020,18,District of Columbia,75
2020,19,District of Columbia,86
2020,20,District of Columbia,71
2020,21,District of Columbia,49
2020,22,District of Columbia,42
2020,23,District of Columbia,38
2020,24,District of Columbia,30
2020,25,District of Columbia,28
2020,26,District of Columbia,19
2020,27,District of Columbia,16
2020,28,District of Columbia,
2020,29,District of Columbia,13
2020,30,District of Columbia,
2020,31,District of Columbia,10
2020,32,District of Columbia,
2020,33,District of Columbia,
2020,34,District of Columbia,11
2020,35,District of Columbia,
2020,36,District of Columbia,
2020,37,District of Columbia,
2020,38,District of Columbia,
2020,39,District of Columbia,
2020,40,District of Columbia,10
2020,41,District of Columbia,14
2020,42,District of Columbia,
2020,43,District of Columbia,
2020,44,District of Columbia,
2020,45,District of Columbia,12
2020,46,District of Columbia,10
2020,47,District of Columbia,16
2020,48,District of Columbia,15
2020,49,District of Columbia,20
2020,50,District of Columbia,21
2020,51,District of Columbia,34
2020,52,District of Columbia,40
2020,53,District of Columbia,36
2021,1,District of Columbia,37
2021,2,District of Columbia,41
2021,3,District of Columbia,38
2021,4,District of Columbia,50
2021,5,District of Columbia,43
2021,6,District of Columbia,32
2021,7,District of Columbia,23
2021,8,District of Columbia,30
2021,9,District of Columbia,22
2021,10,District of Columbia,13
2021,11,District of Columbia,10
2021,12,District of Columbia,12
2021,13,District of Columbia,16
2021,14,District of Columbia,16
2021,15,District of Columbia,19
2021,16,District of Columbia,12
2021,17,District of Columbia,
2021,18,District of Columbia,
2021,19,District of Columbia,14
2021,20,District of Columbia,11
2021,21,District of Columbia,
2021,22,District of Columbia,
2021,23,District of Columbia,
2021,24,District of Columbia,
2021,25,District of Columbia,
2021,26,District of Columbia,
2021,27,District of Columbia,
2021,28,District of Columbia,
2021,29,District of Columbia,
2021,30,District of Columbia,
2021,31,District of Columbia,
2021,32,District of Columbia,
2021,33,District of Columbia,13
2021,34,District of Columbia,11
2021,35,District of Columbia,14
2021,36,District of Columbia,
2021,37,District of Columbia,10
2021,38,District of Columbia,10
2021,39,District of Columbia,13
2021,40,District of Columbia,
2021,41,District of Columbia,
2021,42,District of Columbia,
2021,43,District of Columbia,10
2021,44,District of Columbia,
2021,45,District of Columbia,
2021,46,District of Columbia,
2021,47,District of Columbia,
2021,48,District of Columbia,
2021,49,District of Columbia,11
2021,50,District of Columbia,
2021,51,District of Columbia,15
2021,52,District of Columbia,34
2022,1,District of Columbia,47
2022,2,District of Columbia,45
2022,3,District of Columbia,53
2022,4,District of Columbia,36
2022,5,District of Columbia,28
2022,6,District of Columbia,24
2022,7,District of Columbia,18
2022,8,District of Columbia,11
2022,9,District of Columbia,
2022,10,District of Columbia,
2022,11,District of Columbia,
2022,12,District of Columbia,
2022,13,District of Columbia,
2022,14,District of Columbia,
2022,15,District of Columbia,
2022,16,District of Columbia,
2022,17,District of Columbia,
2022,18,District of Columbia,
2022,19,District of Columbia,
2022,20,District of Columbia,
2022,21,District of Columbia,
2022,22,District of Columbia,
2022,23,District of Columbia,
2022,24,District of Columbia,
2022,25,District of Columbia,
2022,26,District of Columbia,
2022,27,District of Columbia,
2022,28,District of Columbia,
2022,29,District of Columbia,
2022,30,District of Columbia,
2022,31,District of Columbia,
2022,32,District of Columbia,10
2022,33,District of Columbia,
2022,34,District of Columbia,
2022,35,District of Columbia,
2022,36,District of Columbia,
2022,37,District of Columbia,
2022,38,District of Columbia,
2022,39,District of Columbia,
2022,40,District of Columbia,
2022,41,District of Columbia,
2022,42,District of Columbia,
2022,43,District of Columbia,0
2022,44,District of Columbia,
2022,45,District of Columbia,
2022,46,District of Columbia,
2022,47,District of Columbia,
2022,48,District of Columbia,
2022,49,District of Columbia,
2022,50,District of Columbia,
2022,51,District of Columbia,12
2022,52,District of Columbia,12
2023,1,District of Columbia,
2023,2,District of Columbia,
2023,3,District of Columbia,
2023,4,District of Columbia,
2023,5,District of Columbia,
2023,6,District of Columbia,
2023,7,District of Columbia,
2023,8,District of Columbia,
2023,9,District of Columbia,
2023,10,District of Columbia,
2023,11,District of Columbia,
2023,12,District of Columbia,
2023,13,District of Columbia,
2023,14,District of Columbia,
2023,15,District of Columbia,
2023,16,District of Columbia,
2023,17,District of Columbia,
2023,18,District of Columbia,0
2023,19,District of Columbia,
2023,20,District of Columbia,
2023,21,District of Columbia,
2023,22,District of Columbia,
2023,23,District of Columbia,0
2023,24,District of Columbia,0
2023,25,District of Columbia,0
2023,26,District of Columbia,0
2023,27,District of Columbia,0
2023,28,District of Columbia,0
2023,29,District of Columbia,0
2023,30,District of Columbia,0
2023,31,District of Columbia,
2023,32,District of Columbia,0
2023,33,District of Columbia,
2023,34,District of Columbia,
2023,35,District of Columbia,
2023,36,District of Columbia,
2023,37,District of Columbia,0
2020,1,Florida,0
2020,2,Florida,0
2020,3,Florida,0
2020,4,Florida,0
2020,5,Florida,0
2020,6,Florida,0
2020,7,Florida,0
2020,8,Florida,0
2020,9,Florida,0
2020,10,Florida,
2020,11,Florida,
2020,12,Florida,17
2020,13,Florida,93
2020,14,Florida,219
2020,15,Florida,305
2020,16,Florida,311
2020,17,Florida,326
2020,18,Florida,308
2020,19,Florida,290
2020,20,Florida,257
2020,21,Florida,236
2020,22,Florida,230
2020,23,Florida,223
2020,24,Florida,193
2020,25,Florida,221
2020,26,Florida,324
2020,27,Florida,466
2020,28,Florida,785
2020,29,Florida,"1,185"
2020,30,Florida,"1,416"
2020,31,Florida,"1,514"
2020,32,Florida,"1,405"
2020,33,Florida,"1,185"
2020,34,Florida,960
2020,35,Florida,808
2020,36,Florida,658
2020,37,Florida,525
2020,38,Florida,436
2020,39,Florida,424
2020,40,Florida,321
2020,41,Florida,338
2020,42,Florida,332
2020,43,Florida,292
2020,44,Florida,309
2020,45,Florida,304
2020,46,Florida,402
2020,47,Florida,406
2020,48,Florida,499
2020,49,Florida,594
2020,50,Florida,584
2020,51,Florida,659
2020,52,Florida,784
2020,53,Florida,951
2021,1,Florida,"1,07"
2021,2,Florida,"1,242"
2021,3,Florida,"1,221"
2021,4,Florida,"1,071"
2021,5,Florida,"1,043"
2021,6,Florida,883
2021,7,Florida,735
2021,8,Florida,607
2021,9,Florida,526
2021,10,Florida,441
2021,11,Florida,396
2021,12,Florida,350
2021,13,Florida,364
2021,14,Florida,309
2021,15,Florida,347
2021,16,Florida,390
2021,17,Florida,345
2021,18,Florida,353
2021,19,Florida,326
2021,20,Florida,286
2021,21,Florida,243
2021,22,Florida,266
2021,23,Florida,196
2021,24,Florida,183
2021,25,Florida,161
2021,26,Florida,187
2021,27,Florida,223
2021,28,Florida,304
2021,29,Florida,485
2021,30,Florida,900
2021,31,Florida,"1,508"
2021,32,Florida,"2,174"
2021,33,Florida,"2,641"
2021,34,Florida,"2,851"
2021,35,Florida,"2,819"
2021,36,Florida,"2,389"
2021,37,Florida,"1,927"
2021,38,Florida,"1,562"
2021,39,Florida,"1,164"
2021,40,Florida,851
2021,41,Florida,630
2021,42,Florida,489
2021,43,Florida,344
2021,44,Florida,293
2021,45,Florida,230
2021,46,Florida,185
2021,47,Florida,156
2021,48,Florida,169
2021,49,Florida,170
2021,50,Florida,158
2021,51,Florida,191
2021,52,Florida,300
2022,1,Florida,560
2022,2,Florida,"1,023"
2022,3,Florida,"1,327"
2022,4,Florida,"1,318"
2022,5,Florida,"1,227"
2022,6,Florida,"1,024"
2022,7,Florida,806
2022,8,Florida,592
2022,9,Florida,434
2022,10,Florida,310
2022,11,Florida,221
2022,12,Florida,189
2022,13,Florida,138
2022,14,Florida,122
2022,15,Florida,106
2022,16,Florida,94
2022,17,Florida,98
2022,18,Florida,95
2022,19,Florida,92
2022,20,Florida,125
