MMWR Year,MMWR Week,Jurisdiction of Occurrence,Influenza and pneumonia (J10-J18)
2015,34,New Hampshire,5
2015,35,New Hampshire,5
2015,36,New Hampshire,5
2015,37,New Hampshire,5
2015,38,New Hampshire,5
2015,39,New Hampshire,5
2015,40,New Hampshire,5
2015,41,New Hampshire,5
2015,42,New Hampshire,5
2015,43,New Hampshire,5
2015,44,New Hampshire,5
2015,45,New Hampshire,5
2015,46,New Hampshire,5
2014,20,New Jersey,30
2015,47,New Hampshire,5
2015,48,New Hampshire,5
2015,49,New Hampshire,5
2015,50,New Hampshire,5
2015,51,New Hampshire,5
2015,52,New Hampshire,5
2016,1,New Hampshire,5
2016,2,New Hampshire,5
2016,3,New Hampshire,5
2016,4,New Hampshire,5
2016,5,New Hampshire,5
2016,6,New Hampshire,5
2016,7,New Hampshire,5
2016,8,New Hampshire,5
2016,9,New Hampshire,5
2016,10,New Hampshire,5
2016,11,New Hampshire,5
2016,12,New Hampshire,5
2016,13,New Hampshire,5
2016,14,New Hampshire,5
2016,15,New Hampshire,5
2016,16,New Hampshire,5
2016,17,New Hampshire,5
2016,18,New Hampshire,5
2016,19,New Hampshire,5
2016,20,New Hampshire,5
2016,21,New Hampshire,5
2014,21,New Jersey,30
2016,22,New Hampshire,5
2016,23,New Hampshire,5
2016,24,New Hampshire,0
2016,25,New Hampshire,5
2016,26,New Hampshire,5
2016,27,New Hampshire,5
2016,28,New Hampshire,5
2016,29,New Hampshire,5
2016,30,New Hampshire,5
2016,31,New Hampshire,5
2016,32,New Hampshire,5
2016,33,New Hampshire,5
2016,34,New Hampshire,5
2016,35,New Hampshire,5
2016,36,New Hampshire,5
2016,37,New Hampshire,5
2016,38,New Hampshire,5
2016,39,New Hampshire,5
2016,40,New Hampshire,5
2016,41,New Hampshire,5
2016,42,New Hampshire,5
2016,43,New Hampshire,5
2016,44,New Hampshire,5
2016,45,New Hampshire,5
2016,46,New Hampshire,5
2016,47,New Hampshire,5
2016,48,New Hampshire,5
2016,49,New Hampshire,5
2016,50,New Hampshire,5
2016,51,New Hampshire,5
2016,52,New Hampshire,5
2017,1,New Hampshire,5
2017,2,New Hampshire,5
2017,3,New Hampshire,5
2017,4,New Hampshire,5
2017,5,New Hampshire,5
2017,6,New Hampshire,5
2017,7,New Hampshire,5
2017,8,New Hampshire,5
2017,9,New Hampshire,5
2017,10,New Hampshire,5
2017,11,New Hampshire,5
2017,12,New Hampshire,12
2017,13,New Hampshire,5
2017,14,New Hampshire,5
2017,15,New Hampshire,5
2017,16,New Hampshire,5
2017,17,New Hampshire,5
2017,18,New Hampshire,5
2017,19,New Hampshire,5
2017,20,New Hampshire,5
2017,21,New Hampshire,5
2017,22,New Hampshire,5
2017,23,New Hampshire,5
2014,22,New Jersey,21
2017,24,New Hampshire,5
2017,25,New Hampshire,5
2017,26,New Hampshire,5
2017,27,New Hampshire,5
2017,28,New Hampshire,5
2017,29,New Hampshire,5
2017,30,New Hampshire,5
2017,31,New Hampshire,5
2017,32,New Hampshire,5
2017,33,New Hampshire,5
2017,34,New Hampshire,5
2017,35,New Hampshire,5
2017,36,New Hampshire,5
2017,37,New Hampshire,5
2017,38,New Hampshire,5
2017,39,New Hampshire,5
2017,40,New Hampshire,5
2017,41,New Hampshire,5
2017,42,New Hampshire,5
2017,43,New Hampshire,5
2017,44,New Hampshire,5
2017,45,New Hampshire,5
2017,46,New Hampshire,5
2017,47,New Hampshire,5
2017,48,New Hampshire,5
2017,49,New Hampshire,5
2017,50,New Hampshire,5
2017,51,New Hampshire,5
2017,52,New Hampshire,5
2018,1,New Hampshire,10
2018,2,New Hampshire,12
2018,3,New Hampshire,10
2018,4,New Hampshire,5
2018,5,New Hampshire,5
2018,6,New Hampshire,10
2018,7,New Hampshire,20
2018,8,New Hampshire,5
2018,9,New Hampshire,5
2018,10,New Hampshire,14
2018,11,New Hampshire,5
2018,12,New Hampshire,5
2018,13,New Hampshire,5
2018,14,New Hampshire,12
2018,15,New Hampshire,5
2018,16,New Hampshire,5
2018,17,New Hampshire,5
2018,18,New Hampshire,5
2018,19,New Hampshire,5
2018,20,New Hampshire,5
2018,21,New Hampshire,5
2018,22,New Hampshire,5
2018,23,New Hampshire,5
2018,24,New Hampshire,5
2018,25,New Hampshire,5
2014,23,New Jersey,18
2018,26,New Hampshire,5
2018,27,New Hampshire,5
2018,28,New Hampshire,5
2018,29,New Hampshire,5
2018,30,New Hampshire,5
2018,31,New Hampshire,5
2018,32,New Hampshire,5
2018,33,New Hampshire,5
2018,34,New Hampshire,5
2018,35,New Hampshire,5
2018,36,New Hampshire,5
2018,37,New Hampshire,5
2018,38,New Hampshire,5
2018,39,New Hampshire,5
2018,40,New Hampshire,5
2018,41,New Hampshire,5
2018,42,New Hampshire,0
2018,43,New Hampshire,5
2018,44,New Hampshire,5
2018,45,New Hampshire,5
2018,46,New Hampshire,5
2018,47,New Hampshire,5
2018,48,New Hampshire,5
2018,49,New Hampshire,5
2018,50,New Hampshire,5
2018,51,New Hampshire,5
2018,52,New Hampshire,5
2019,1,New Hampshire,5
2019,2,New Hampshire,5
2019,3,New Hampshire,10
2019,4,New Hampshire,5
2019,5,New Hampshire,11
2019,6,New Hampshire,5
2019,7,New Hampshire,10
2019,8,New Hampshire,10
2019,9,New Hampshire,5
2019,10,New Hampshire,5
2019,11,New Hampshire,5
2019,12,New Hampshire,5
2019,13,New Hampshire,5
2019,14,New Hampshire,5
2019,15,New Hampshire,5
2019,16,New Hampshire,5
2019,17,New Hampshire,5
2019,18,New Hampshire,0
2019,19,New Hampshire,5
2019,20,New Hampshire,5
2019,21,New Hampshire,5
2019,22,New Hampshire,5
2019,23,New Hampshire,0
2019,24,New Hampshire,5
2019,25,New Hampshire,5
2019,26,New Hampshire,5
2019,27,New Hampshire,5
2019,28,New Hampshire,5
2019,29,New Hampshire,5
2019,30,New Hampshire,5
2019,31,New Hampshire,5
2019,32,New Hampshire,5
2019,33,New Hampshire,5
2019,34,New Hampshire,5
2019,35,New Hampshire,5
2019,36,New Hampshire,5
2019,37,New Hampshire,0
2019,38,New Hampshire,5
2019,39,New Hampshire,5
2019,40,New Hampshire,5
2019,41,New Hampshire,5
2019,42,New Hampshire,5
2019,43,New Hampshire,5
2019,44,New Hampshire,5
2019,45,New Hampshire,5
2019,46,New Hampshire,5
2019,47,New Hampshire,5
2019,48,New Hampshire,5
2019,49,New Hampshire,5
2019,50,New Hampshire,5
2019,51,New Hampshire,5
2019,52,New Hampshire,5
2014,1,New Jersey,24
2014,2,New Jersey,30
2014,3,New Jersey,37
2014,4,New Jersey,32
2014,5,New Jersey,24
2014,6,New Jersey,32
2014,24,New Jersey,24
2014,25,New Jersey,17
2014,26,New Jersey,24
2014,27,New Jersey,21
2014,28,New Jersey,20
2014,29,New Jersey,15
2014,30,New Jersey,18
2014,31,New Jersey,22
2014,32,New Jersey,17
2014,33,New Jersey,12
2014,34,New Jersey,20
2014,35,New Jersey,20
2014,36,New Jersey,11
2014,37,New Jersey,14
2014,38,New Jersey,17
2014,39,New Jersey,19
2014,40,New Jersey,24
2014,41,New Jersey,14
2014,42,New Jersey,20
2014,43,New Jersey,16
2014,44,New Jersey,22
2014,45,New Jersey,21
2014,46,New Jersey,10
2014,47,New Jersey,15
2014,48,New Jersey,30
2014,49,New Jersey,19
2014,50,New Jersey,21
2014,51,New Jersey,19
2014,52,New Jersey,20
2014,53,New Jersey,31
2015,1,New Jersey,39
2015,2,New Jersey,49
2015,3,New Jersey,66
2015,4,New Jersey,71
2015,5,New Jersey,58
2015,6,New Jersey,44
2015,7,New Jersey,44
2015,8,New Jersey,33
2015,9,New Jersey,34
2015,10,New Jersey,31
2015,11,New Jersey,18
2015,12,New Jersey,26
2015,13,New Jersey,29
2015,14,New Jersey,32
2015,15,New Jersey,33
2015,16,New Jersey,29
2015,17,New Jersey,15
2015,18,New Jersey,32
2015,19,New Jersey,24
2015,20,New Jersey,25
2015,21,New Jersey,20
2015,22,New Jersey,25
2015,23,New Jersey,13
2015,24,New Jersey,24
2015,25,New Jersey,25
2015,26,New Jersey,23
2015,27,New Jersey,21
2015,28,New Jersey,18
2015,29,New Jersey,18
2015,30,New Jersey,20
2015,31,New Jersey,5
2015,32,New Jersey,18
2015,33,New Jersey,22
2015,34,New Jersey,16
2015,35,New Jersey,17
2015,36,New Jersey,17
2015,37,New Jersey,17
2015,38,New Jersey,23
2015,39,New Jersey,20
2015,40,New Jersey,15
2015,41,New Jersey,26
2015,42,New Jersey,24
2015,43,New Jersey,12
2015,44,New Jersey,15
2015,45,New Jersey,20
2015,46,New Jersey,21
2015,47,New Jersey,22
2015,48,New Jersey,21
2015,49,New Jersey,20
2015,50,New Jersey,21
2015,51,New Jersey,23
2015,52,New Jersey,18
2016,1,New Jersey,32
2016,2,New Jersey,21
2016,3,New Jersey,15
2016,4,New Jersey,28
2016,5,New Jersey,29
2016,6,New Jersey,19
2016,7,New Jersey,25
2016,8,New Jersey,24
2016,9,New Jersey,32
2016,10,New Jersey,28
2016,11,New Jersey,38
2016,12,New Jersey,39
2016,13,New Jersey,28
2016,14,New Jersey,26
2016,15,New Jersey,38
2016,16,New Jersey,26
2016,17,New Jersey,29
2016,18,New Jersey,20
2016,19,New Jersey,20
2016,20,New Jersey,27
2016,21,New Jersey,12
2016,22,New Jersey,20
2016,23,New Jersey,15
2016,24,New Jersey,19
2016,25,New Jersey,21
2016,26,New Jersey,17
2016,27,New Jersey,13
2016,28,New Jersey,17
2016,29,New Jersey,15
2016,30,New Jersey,17
2016,31,New Jersey,13
2016,32,New Jersey,21
2016,33,New Jersey,13
2016,34,New Jersey,14
2016,35,New Jersey,28
2016,36,New Jersey,11
2016,37,New Jersey,18
2016,38,New Jersey,18
2016,39,New Jersey,12
2016,40,New Jersey,23
2016,41,New Jersey,25
2016,42,New Jersey,29
2016,43,New Jersey,26
2016,44,New Jersey,23
2016,45,New Jersey,28
2016,46,New Jersey,34
2016,47,New Jersey,21
2016,48,New Jersey,5
2016,49,New Jersey,27
2016,50,New Jersey,19
2016,51,New Jersey,24
2016,52,New Jersey,32
2017,1,New Jersey,45
2017,2,New Jersey,38
2017,3,New Jersey,39
2017,4,New Jersey,40
2017,5,New Jersey,32
2017,6,New Jersey,46
2017,7,New Jersey,43
2017,8,New Jersey,51
2017,9,New Jersey,27
2017,10,New Jersey,33
2017,11,New Jersey,29
2017,12,New Jersey,31
2017,13,New Jersey,19
2017,14,New Jersey,32
2017,15,New Jersey,24
2017,16,New Jersey,30
2017,17,New Jersey,21
2017,18,New Jersey,26
2017,19,New Jersey,17
2017,20,New Jersey,19
2017,21,New Jersey,17
2017,22,New Jersey,19
2017,23,New Jersey,19
2017,24,New Jersey,23
2017,25,New Jersey,22
2017,26,New Jersey,15
2017,27,New Jersey,13
2017,28,New Jersey,27
2017,29,New Jersey,12
2017,30,New Jersey,19
2017,31,New Jersey,10
2017,32,New Jersey,17
2017,33,New Jersey,14
2017,34,New Jersey,19
2017,35,New Jersey,20
2017,36,New Jersey,20
2017,37,New Jersey,16
2017,38,New Jersey,17
2017,39,New Jersey,18
2017,40,New Jersey,14
2017,41,New Jersey,21
2017,42,New Jersey,23
2017,43,New Jersey,30
2017,44,New Jersey,12
2017,45,New Jersey,20
2017,46,New Jersey,19
2017,47,New Jersey,21
2017,48,New Jersey,30
2017,49,New Jersey,28
2017,50,New Jersey,33
2017,51,New Jersey,30
2017,52,New Jersey,31
2018,1,New Jersey,37
2018,2,New Jersey,43
2018,3,New Jersey,56
2018,4,New Jersey,57
2018,5,New Jersey,57
2018,6,New Jersey,57
2018,7,New Jersey,57
2018,8,New Jersey,51
2018,9,New Jersey,34
2018,10,New Jersey,36
2018,11,New Jersey,28
2018,12,New Jersey,30
2018,13,New Jersey,12
2018,14,New Jersey,27
2018,15,New Jersey,30
2018,16,New Jersey,21
2018,17,New Jersey,27
2018,18,New Jersey,19
2018,19,New Jersey,24
2018,20,New Jersey,13
2018,21,New Jersey,19
2018,22,New Jersey,20
2018,23,New Jersey,18
2018,24,New Jersey,16
2018,25,New Jersey,25
2018,26,New Jersey,18
2018,27,New Jersey,27
2018,28,New Jersey,15
2018,29,New Jersey,15
2018,30,New Jersey,30
2018,31,New Jersey,20
2018,32,New Jersey,20
2018,33,New Jersey,17
2018,34,New Jersey,21
2018,35,New Jersey,25
2018,36,New Jersey,25
2018,37,New Jersey,15
2018,38,New Jersey,12
2018,39,New Jersey,23
2018,40,New Jersey,29
2018,41,New Jersey,16
2018,42,New Jersey,22
2018,43,New Jersey,28
2018,44,New Jersey,25
2018,45,New Jersey,29
2018,46,New Jersey,29
2018,47,New Jersey,21
2018,48,New Jersey,24
2018,49,New Jersey,24
2018,50,New Jersey,30
2018,51,New Jersey,26
2018,52,New Jersey,33
2019,1,New Jersey,34
2019,2,New Jersey,31
2019,3,New Jersey,36
2019,4,New Jersey,31
2019,5,New Jersey,39
2019,6,New Jersey,34
2019,7,New Jersey,36
2019,8,New Jersey,25
2019,9,New Jersey,31
2019,10,New Jersey,39
2019,11,New Jersey,26
2019,12,New Jersey,29
2019,13,New Jersey,28
2019,14,New Jersey,28
2019,15,New Jersey,21
2019,16,New Jersey,22
2019,17,New Jersey,24
2019,18,New Jersey,27
2019,19,New Jersey,22
2019,20,New Jersey,23
2019,21,New Jersey,29
2019,22,New Jersey,19
2019,23,New Jersey,24
2019,24,New Jersey,18
2019,25,New Jersey,18
2019,26,New Jersey,15
2019,27,New Jersey,19
2019,28,New Jersey,21
2019,29,New Jersey,20
2019,30,New Jersey,20
2019,31,New Jersey,21
2019,32,New Jersey,23
2019,33,New Jersey,17
2019,34,New Jersey,12
2019,35,New Jersey,15
2019,36,New Jersey,15
2019,37,New Jersey,19
2019,38,New Jersey,18
2019,39,New Jersey,18
2019,40,New Jersey,21
2019,41,New Jersey,23
2019,42,New Jersey,20
2019,43,New Jersey,30
2019,44,New Jersey,21
2019,45,New Jersey,36
2019,46,New Jersey,27
2019,47,New Jersey,17
2019,48,New Jersey,19
2019,49,New Jersey,21
2019,50,New Jersey,26
2019,51,New Jersey,19
2019,52,New Jersey,28
2014,1,New Mexico,11
2014,2,New Mexico,14
2014,3,New Mexico,13
2014,4,New Mexico,20
2014,5,New Mexico,5
2014,6,New Mexico,5
2014,7,New Mexico,20
2014,8,New Mexico,11
2014,9,New Mexico,13
2014,10,New Mexico,5
2014,11,New Mexico,10
2014,12,New Mexico,5
2014,13,New Mexico,5
2014,14,New Mexico,5
2014,15,New Mexico,5
2014,16,New Mexico,10
2014,17,New Mexico,5
2014,18,New Mexico,5
2014,19,New Mexico,5
2014,20,New Mexico,5
2014,21,New Mexico,5
2014,22,New Mexico,5
2014,23,New Mexico,5
2014,24,New Mexico,5
2014,25,New Mexico,5
2014,26,New Mexico,5
2014,27,New Mexico,5
2014,28,New Mexico,5
2014,29,New Mexico,5
2014,30,New Mexico,5
2014,31,New Mexico,5
2014,32,New Mexico,5
2014,33,New Mexico,5
2014,34,New Mexico,5
2014,35,New Mexico,5
2014,36,New Mexico,5
2014,37,New Mexico,5
2014,38,New Mexico,5
2014,39,New Mexico,5
2014,40,New Mexico,5
2014,41,New Mexico,5
2014,42,New Mexico,5
2014,43,New Mexico,5
2014,44,New Mexico,10
2014,45,New Mexico,5
2014,46,New Mexico,5
2014,47,New Mexico,5
2014,48,New Mexico,5
2014,49,New Mexico,5
2014,50,New Mexico,5
2014,51,New Mexico,5
2014,52,New Mexico,5
2014,53,New Mexico,12
2015,1,New Mexico,15
2015,2,New Mexico,10
2015,3,New Mexico,12
2015,4,New Mexico,11
2015,5,New Mexico,5
2015,6,New Mexico,5
2015,7,New Mexico,5
2015,8,New Mexico,5
2015,9,New Mexico,5
2015,10,New Mexico,11
2015,11,New Mexico,10
2015,12,New Mexico,5
2015,13,New Mexico,5
2015,14,New Mexico,5
2015,15,New Mexico,5
2015,16,New Mexico,5
2015,17,New Mexico,5
2015,18,New Mexico,5
2015,19,New Mexico,5
2015,20,New Mexico,5
2015,21,New Mexico,0
2015,22,New Mexico,5
2015,23,New Mexico,5
2015,24,New Mexico,5
2015,25,New Mexico,5
2015,26,New Mexico,5
2015,27,New Mexico,5
2015,28,New Mexico,5
2015,29,New Mexico,5
2015,30,New Mexico,5
2015,31,New Mexico,5
2015,32,New Mexico,5
2015,33,New Mexico,5
2015,34,New Mexico,5
2015,35,New Mexico,5
2015,36,New Mexico,5
2015,37,New Mexico,10
2015,38,New Mexico,5
2015,39,New Mexico,5
2015,40,New Mexico,5
2016,20,New Mexico,5
2015,41,New Mexico,5
2015,42,New Mexico,5
2015,43,New Mexico,5
2015,44,New Mexico,5
2015,45,New Mexico,5
2015,46,New Mexico,5
2015,47,New Mexico,5
2015,48,New Mexico,5
2015,49,New Mexico,5
2015,50,New Mexico,5
2015,51,New Mexico,5
2015,52,New Mexico,5
2016,1,New Mexico,11
2016,2,New Mexico,5
2016,3,New Mexico,5
2016,4,New Mexico,10
2016,5,New Mexico,5
2016,6,New Mexico,5
2016,7,New Mexico,10
2016,8,New Mexico,12
2016,9,New Mexico,13
2016,10,New Mexico,13
2016,11,New Mexico,19
2016,12,New Mexico,5
2016,13,New Mexico,16
2016,14,New Mexico,11
2016,15,New Mexico,5
2016,16,New Mexico,5
2016,17,New Mexico,5
2016,18,New Mexico,5
2016,19,New Mexico,5
2016,21,New Mexico,5
2016,22,New Mexico,5
2016,23,New Mexico,5
2016,24,New Mexico,5
2016,25,New Mexico,5
2016,26,New Mexico,5
2016,27,New Mexico,5
2016,28,New Mexico,5
2016,29,New Mexico,5
2016,30,New Mexico,5
2016,31,New Mexico,5
2016,32,New Mexico,5
2016,33,New Mexico,5
2016,34,New Mexico,5
2016,35,New Mexico,5
2016,36,New Mexico,0
2016,37,New Mexico,5
2016,38,New Mexico,5
2016,39,New Mexico,5
2016,40,New Mexico,5
2016,41,New Mexico,5
2016,42,New Mexico,5
2016,43,New Mexico,0
2016,44,New Mexico,5
2016,45,New Mexico,5
2016,46,New Mexico,5
2016,47,New Mexico,5
2016,48,New Mexico,5
2016,49,New Mexico,5
2014,40,New York,47
2016,50,New Mexico,5
2016,51,New Mexico,5
2016,52,New Mexico,5
2017,1,New Mexico,5
2017,2,New Mexico,5
2017,3,New Mexico,5
2017,4,New Mexico,5
2017,5,New Mexico,11
2017,6,New Mexico,14
2017,7,New Mexico,11
2017,8,New Mexico,11
2017,9,New Mexico,11
2017,10,New Mexico,5
2017,11,New Mexico,12
2017,12,New Mexico,5
2017,13,New Mexico,11
2017,14,New Mexico,5
2017,15,New Mexico,5
2017,16,New Mexico,5
2017,17,New Mexico,5
2017,18,New Mexico,5
2017,19,New Mexico,5
2017,20,New Mexico,5
2017,21,New Mexico,5
2017,22,New Mexico,5
2017,23,New Mexico,5
2017,24,New Mexico,5
2017,25,New Mexico,5
2017,26,New Mexico,5
2017,27,New Mexico,5
2017,28,New Mexico,5
2017,29,New Mexico,5
2017,30,New Mexico,5
2017,31,New Mexico,5
2017,32,New Mexico,5
2017,33,New Mexico,5
2017,34,New Mexico,5
2017,35,New Mexico,5
2017,36,New Mexico,5
2017,37,New Mexico,5
2017,38,New Mexico,5
2017,39,New Mexico,5
2017,40,New Mexico,5
2017,41,New Mexico,5
2017,42,New Mexico,5
2017,43,New Mexico,5
2017,44,New Mexico,5
2017,45,New Mexico,5
2017,46,New Mexico,5
2017,47,New Mexico,5
2017,48,New Mexico,5
2017,49,New Mexico,5
2017,50,New Mexico,5
2017,51,New Mexico,13
2017,52,New Mexico,15
2018,1,New Mexico,16
2018,2,New Mexico,15
2018,3,New Mexico,20
2018,4,New Mexico,14
2018,5,New Mexico,20
2018,6,New Mexico,14
2018,7,New Mexico,12
2018,8,New Mexico,10
2018,9,New Mexico,13
2018,10,New Mexico,10
2018,11,New Mexico,11
2018,12,New Mexico,5
2018,13,New Mexico,5
2018,14,New Mexico,5
2018,15,New Mexico,5
2018,16,New Mexico,5
2018,17,New Mexico,5
2018,18,New Mexico,5
2018,19,New Mexico,5
2018,20,New Mexico,5
2018,21,New Mexico,5
2018,22,New Mexico,5
2018,23,New Mexico,5
2018,24,New Mexico,5
2018,25,New Mexico,5
2018,26,New Mexico,5
2018,27,New Mexico,5
2018,28,New Mexico,5
2018,29,New Mexico,5
2018,30,New Mexico,5
2018,31,New Mexico,5
2018,32,New Mexico,5
2018,33,New Mexico,5
2018,34,New Mexico,5
2018,35,New Mexico,5
2018,36,New Mexico,5
2018,37,New Mexico,5
2018,38,New Mexico,5
2018,39,New Mexico,5
2018,40,New Mexico,5
2018,41,New Mexico,5
2018,42,New Mexico,5
2018,43,New Mexico,5
2018,44,New Mexico,5
2018,45,New Mexico,5
2018,46,New Mexico,5
2018,47,New Mexico,5
2018,48,New Mexico,5
2018,49,New Mexico,5
2018,50,New Mexico,5
2018,51,New Mexico,5
2018,52,New Mexico,5
2019,1,New Mexico,5
2019,2,New Mexico,5
2019,3,New Mexico,14
2019,4,New Mexico,5
2019,5,New Mexico,5
2019,6,New Mexico,11
2019,7,New Mexico,11
2019,8,New Mexico,10
2019,9,New Mexico,10
2019,10,New Mexico,5
2019,11,New Mexico,5
2019,12,New Mexico,12
2019,13,New Mexico,5
2019,14,New Mexico,5
2019,15,New Mexico,5
2019,16,New Mexico,5
2019,17,New Mexico,5
2019,18,New Mexico,10
2019,19,New Mexico,5
2019,20,New Mexico,5
2019,21,New Mexico,5
2019,22,New Mexico,5
2019,23,New Mexico,5
2019,24,New Mexico,5
2019,25,New Mexico,5
2019,26,New Mexico,5
2019,27,New Mexico,5
2019,28,New Mexico,5
2019,29,New Mexico,5
2019,30,New Mexico,5
2019,31,New Mexico,5
2019,32,New Mexico,5
2019,33,New Mexico,5
2019,34,New Mexico,5
2019,35,New Mexico,5
2019,36,New Mexico,5
2019,37,New Mexico,5
2019,38,New Mexico,5
2019,39,New Mexico,5
2019,40,New Mexico,5
2019,41,New Mexico,5
2019,42,New Mexico,10
2019,43,New Mexico,5
2019,44,New Mexico,5
2019,45,New Mexico,5
2019,46,New Mexico,5
2019,47,New Mexico,5
2019,48,New Mexico,5
2019,49,New Mexico,5
2019,50,New Mexico,5
2019,51,New Mexico,5
2019,52,New Mexico,5
2014,1,New York,41
2014,2,New York,68
2014,3,New York,78
2014,4,New York,72
2014,5,New York,47
2014,6,New York,58
2014,7,New York,56
2014,8,New York,61
2014,9,New York,48
2014,10,New York,57
2014,11,New York,43
2014,12,New York,67
2014,13,New York,47
2014,14,New York,47
2014,15,New York,62
2014,16,New York,44
2014,17,New York,53
2014,18,New York,58
2014,19,New York,47
2014,20,New York,37
2014,21,New York,41
2014,22,New York,39
2014,23,New York,44
2014,24,New York,42
2014,25,New York,37
2014,26,New York,49
2014,27,New York,42
2014,28,New York,46
2014,29,New York,33
2014,30,New York,30
2014,31,New York,43
2014,32,New York,37
2014,33,New York,27
2014,34,New York,35
2014,35,New York,42
2014,36,New York,38
2014,37,New York,36
2014,38,New York,34
2014,39,New York,35
2014,41,New York,36
2014,42,New York,41
2014,43,New York,47
2014,44,New York,47
2014,45,New York,25
2014,46,New York,40
2014,47,New York,44
2014,48,New York,41
2014,49,New York,39
2014,50,New York,46
2014,51,New York,48
2014,52,New York,84
2014,53,New York,94
2015,1,New York,123
2015,2,New York,109
2015,3,New York,92
2015,4,New York,75
2015,5,New York,76
2015,6,New York,78
2015,7,New York,77
2015,8,New York,76
2015,9,New York,63
2015,10,New York,60
2015,11,New York,73
2015,12,New York,48
2015,13,New York,65
2015,14,New York,54
2015,15,New York,61
2015,16,New York,63
2015,17,New York,43
2015,18,New York,41
2015,19,New York,44
2015,20,New York,50
2015,21,New York,42
2015,22,New York,41
2015,23,New York,37
2015,24,New York,40
2015,25,New York,54
2015,26,New York,48
2015,27,New York,39
2015,28,New York,39
2015,29,New York,42
2015,30,New York,31
2015,31,New York,37
2015,32,New York,39
2015,33,New York,41
2015,34,New York,38
2015,35,New York,50
2015,36,New York,38
2015,37,New York,35
2015,38,New York,29
2015,39,New York,47
2015,40,New York,43
2015,41,New York,37
2015,42,New York,53
2015,43,New York,35
2015,44,New York,49
2015,45,New York,46
2015,46,New York,41
2015,47,New York,35
2015,48,New York,46
2015,49,New York,53
2015,50,New York,45
2015,51,New York,40
2015,52,New York,43
2016,1,New York,52
2016,2,New York,59
2016,3,New York,51
2016,4,New York,65
2016,5,New York,50
2016,6,New York,44
2016,7,New York,62
2016,8,New York,73
2016,9,New York,58
2016,10,New York,65
2016,11,New York,57
2016,12,New York,68
2016,13,New York,68
2016,14,New York,62
2016,15,New York,76
2016,16,New York,50
2016,17,New York,41
2016,18,New York,48
2016,19,New York,45
2016,20,New York,46
2016,21,New York,36
2016,22,New York,33
2016,23,New York,45
2016,24,New York,47
2016,25,New York,29
2016,26,New York,36
2016,27,New York,44
2016,28,New York,34
2016,29,New York,39
2016,30,New York,34
2016,31,New York,44
2016,32,New York,52
2016,33,New York,41
2016,34,New York,39
2016,35,New York,41
2016,36,New York,38
2016,37,New York,33
2016,38,New York,21
2016,39,New York,31
2016,40,New York,31
2016,41,New York,53
2016,42,New York,35
2016,43,New York,44
2016,44,New York,42
2016,45,New York,57
2016,46,New York,40
2016,47,New York,45
2016,48,New York,48
2016,49,New York,49
2016,50,New York,41
2016,51,New York,43
2016,52,New York,50
2017,1,New York,54
2017,2,New York,65
2017,3,New York,61
2017,4,New York,76
2017,5,New York,82
2017,6,New York,63
2017,7,New York,72
2017,8,New York,82
2017,9,New York,76
2017,10,New York,55
2017,11,New York,50
2017,12,New York,64
2017,13,New York,49
2017,14,New York,55
2017,15,New York,60
2017,16,New York,46
2017,17,New York,49
2017,18,New York,52
2017,19,New York,37
2017,20,New York,41
2017,21,New York,37
2017,22,New York,29
2017,23,New York,33
2017,24,New York,41
2017,25,New York,34
2017,26,New York,39
2017,27,New York,40
2017,28,New York,50
2017,29,New York,26
2017,30,New York,41
2017,31,New York,35
2017,32,New York,34
2017,33,New York,38
2017,34,New York,34
2017,35,New York,42
2017,36,New York,39
2017,37,New York,33
2017,38,New York,42
2017,39,New York,35
2017,40,New York,38
2017,41,New York,43
2017,42,New York,37
2017,43,New York,40
2017,44,New York,39
2017,45,New York,42
2017,46,New York,39
2017,47,New York,51
2017,48,New York,46
2017,49,New York,40
2017,50,New York,41
2017,51,New York,61
2017,52,New York,61
2018,1,New York,74
2018,2,New York,85
2018,3,New York,104
2018,4,New York,109
2018,5,New York,80
2018,6,New York,88
2018,7,New York,102
2018,8,New York,96
2018,9,New York,65
2018,10,New York,53
2018,11,New York,60
2018,12,New York,66
2018,13,New York,45
2018,14,New York,68
2018,15,New York,64
2018,16,New York,51
2018,17,New York,54
2018,18,New York,48
2018,19,New York,27
2018,20,New York,42
2018,21,New York,45
2018,22,New York,34
2018,23,New York,35
2018,24,New York,45
2018,25,New York,32
2018,26,New York,23
2018,27,New York,38
2018,28,New York,41
2018,29,New York,28
2018,30,New York,40
2018,31,New York,34
2018,32,New York,44
2018,33,New York,38
2018,34,New York,37
2018,35,New York,28
2018,36,New York,40
2018,37,New York,41
2018,38,New York,37
2018,39,New York,42
2018,40,New York,44
2018,41,New York,33
2018,42,New York,45
2018,43,New York,56
2018,44,New York,41
2018,45,New York,55
2018,46,New York,49
2018,47,New York,39
2018,48,New York,43
2018,49,New York,49
2018,50,New York,61
2018,51,New York,41
2018,52,New York,51
2019,1,New York,60
2019,2,New York,58
2019,3,New York,65
2019,4,New York,62
2019,5,New York,64
2019,6,New York,57
2019,7,New York,62
2019,8,New York,64
2019,9,New York,76
2019,10,New York,76
2019,11,New York,72
2019,12,New York,73
2019,13,New York,52
2019,14,New York,66
2019,15,New York,69
2019,16,New York,41
2019,17,New York,57
2019,18,New York,58
2019,19,New York,46
