MMWR Year,MMWR Week,Jurisdiction of Occurrence,influenza_pneumonia
2017,22,Indiana,20
2017,23,Indiana,13
2017,24,Indiana,25
2017,25,Indiana,27
2017,26,Indiana,13
2017,27,Indiana,13
2017,28,Indiana,16
2017,29,Indiana,11
2017,30,Indiana,5
2017,31,Indiana,10
2017,32,Indiana,15
2017,33,Indiana,10
2017,34,Indiana,10
2017,35,Indiana,13
2017,36,Indiana,13
2017,37,Indiana,16
2017,38,Indiana,17
2017,39,Indiana,10
2017,40,Indiana,17
2017,41,Indiana,5
2017,42,Indiana,20
2017,43,Indiana,12
2017,44,Indiana,22
2017,45,Indiana,25
2017,46,Indiana,5
2017,47,Indiana,13
2017,48,Indiana,22
2017,49,Indiana,18
2017,50,Indiana,32
2017,51,Indiana,33
2017,52,Indiana,44
2018,1,Indiana,43
2018,2,Indiana,65
2018,3,Indiana,63
2018,4,Indiana,65
2018,5,Indiana,58
2018,6,Indiana,45
2018,7,Indiana,48
2018,8,Indiana,43
2018,9,Indiana,34
2018,10,Indiana,26
2018,11,Indiana,32
2018,12,Indiana,26
2018,13,Indiana,27
2018,14,Indiana,26
2018,15,Indiana,14
2018,16,Indiana,24
2018,17,Indiana,25
2018,18,Indiana,13
2018,19,Indiana,15
2018,20,Indiana,19
2018,21,Indiana,5
2018,22,Indiana,5
2018,23,Indiana,10
2018,24,Indiana,5
2018,25,Indiana,17
2018,26,Indiana,14
2018,27,Indiana,13
2018,28,Indiana,10
2018,29,Indiana,13
2018,30,Indiana,20
2018,31,Indiana,13
2018,32,Indiana,10
2018,33,Indiana,15
2018,34,Indiana,10
2018,35,Indiana,13
2018,36,Indiana,10
2018,37,Indiana,5
2018,38,Indiana,11
2018,39,Indiana,14
2018,40,Indiana,20
2018,41,Indiana,13
2018,42,Indiana,14
2018,43,Indiana,17
2018,44,Indiana,17
2018,45,Indiana,12
2018,46,Indiana,18
2018,47,Indiana,12
2018,48,Indiana,13
2018,49,Indiana,14
2018,50,Indiana,16
2018,51,Indiana,11
2018,52,Indiana,20
2019,1,Indiana,28
2019,2,Indiana,17
2019,3,Indiana,19
2019,4,Indiana,22
2019,5,Indiana,23
2019,6,Indiana,32
2019,7,Indiana,38
2019,8,Indiana,20
2019,9,Indiana,27
2019,10,Indiana,31
2019,11,Indiana,37
2019,12,Indiana,28
2019,13,Indiana,35
2019,14,Indiana,27
2019,15,Indiana,22
2019,16,Indiana,18
2019,17,Indiana,22
2019,18,Indiana,15
2019,19,Indiana,19
2019,20,Indiana,12
2019,21,Indiana,18
2019,22,Indiana,14
2019,23,Indiana,17
2019,24,Indiana,15
2019,25,Indiana,11
2019,26,Indiana,16
2019,27,Indiana,12
2019,28,Indiana,15
2019,29,Indiana,10
2019,30,Indiana,5
2019,31,Indiana,14
2019,32,Indiana,5
2019,33,Indiana,13
2019,34,Indiana,5
2019,35,Indiana,5
2019,36,Indiana,12
2019,37,Indiana,5
2019,38,Indiana,12
2019,39,Indiana,10
2019,40,Indiana,12
2019,41,Indiana,13
2019,42,Indiana,17
2019,43,Indiana,15
2019,44,Indiana,14
2019,45,Indiana,17
2019,46,Indiana,14
2019,47,Indiana,11
2019,48,Indiana,5
2019,49,Indiana,22
2019,50,Indiana,23
2019,51,Indiana,26
2019,52,Indiana,20
2014,1,Iowa,15
2014,2,Iowa,12
2014,3,Iowa,33
2014,4,Iowa,18
2014,5,Iowa,15
2014,6,Iowa,24
2014,7,Iowa,11
2014,8,Iowa,15
2014,9,Iowa,10
2014,10,Iowa,5
2014,11,Iowa,15
2014,12,Iowa,11
2014,13,Iowa,11
2014,14,Iowa,14
2014,15,Iowa,5
2014,16,Iowa,5
2014,17,Iowa,14
2014,18,Iowa,10
2014,19,Iowa,5
2014,20,Iowa,5
2014,21,Iowa,5
2014,22,Iowa,5
2014,23,Iowa,5
2014,24,Iowa,10
2014,25,Iowa,17
2014,26,Iowa,5
2014,27,Iowa,5
2014,28,Iowa,5
2014,29,Iowa,11
2014,30,Iowa,13
2014,31,Iowa,5
2014,32,Iowa,5
2014,33,Iowa,13
2014,34,Iowa,5
2014,35,Iowa,5
2014,36,Iowa,11
2014,37,Iowa,5
2014,38,Iowa,10
2014,39,Iowa,15
2014,40,Iowa,5
2014,41,Iowa,5
2014,42,Iowa,5
2014,43,Iowa,5
2014,44,Iowa,5
2014,45,Iowa,5
2014,46,Iowa,5
2014,47,Iowa,11
2014,48,Iowa,5
2014,49,Iowa,5
2014,50,Iowa,5
2014,51,Iowa,24
2014,52,Iowa,36
2014,53,Iowa,44
2015,1,Iowa,58
2015,2,Iowa,44
2015,3,Iowa,41
2015,4,Iowa,25
2015,5,Iowa,16
2015,6,Iowa,14
2015,7,Iowa,14
2015,8,Iowa,5
2015,9,Iowa,5
2015,10,Iowa,5
2015,11,Iowa,14
2015,12,Iowa,16
2015,13,Iowa,16
2015,14,Iowa,15
2015,15,Iowa,5
2015,16,Iowa,11
2015,17,Iowa,5
2015,18,Iowa,5
2015,19,Iowa,5
2015,20,Iowa,5
2015,21,Iowa,5
2015,22,Iowa,10
2015,23,Iowa,5
2015,24,Iowa,5
2015,25,Iowa,5
2015,26,Iowa,5
2015,27,Iowa,11
2015,28,Iowa,5
2015,29,Iowa,5
2015,30,Iowa,10
2015,31,Iowa,5
2015,32,Iowa,5
2015,33,Iowa,5
2015,34,Iowa,5
2015,35,Iowa,11
2015,36,Iowa,5
2015,37,Iowa,5
2015,38,Iowa,11
2015,39,Iowa,11
2015,41,Kentucky,21
2015,40,Iowa,5
2015,41,Iowa,5
2015,42,Iowa,5
2015,43,Iowa,5
2015,44,Iowa,5
2015,45,Iowa,5
2015,46,Iowa,12
2015,47,Iowa,5
2015,48,Iowa,5
2015,49,Iowa,5
2015,50,Iowa,10
2015,51,Iowa,5
2015,52,Iowa,5
2016,1,Iowa,11
2016,2,Iowa,12
2016,3,Iowa,10
2016,4,Iowa,14
2016,5,Iowa,11
2016,6,Iowa,11
2016,7,Iowa,5
2016,8,Iowa,16
2016,9,Iowa,12
2016,10,Iowa,18
2016,11,Iowa,5
2016,12,Iowa,14
2016,13,Iowa,13
2016,14,Iowa,20
2016,15,Iowa,10
2016,16,Iowa,5
2016,17,Iowa,5
2016,18,Iowa,5
2016,19,Iowa,10
2016,20,Iowa,5
2016,21,Iowa,5
2016,22,Iowa,5
2016,23,Iowa,5
2016,24,Iowa,5
2016,25,Iowa,5
2016,26,Iowa,5
2016,27,Iowa,5
2016,28,Iowa,5
2016,29,Iowa,5
2016,30,Iowa,5
2016,31,Iowa,5
2016,32,Iowa,5
2016,33,Iowa,5
2016,34,Iowa,5
2016,35,Iowa,5
2016,36,Iowa,5
2016,37,Iowa,10
2016,38,Iowa,5
2016,39,Iowa,5
2016,40,Iowa,5
2016,41,Iowa,5
2016,42,Iowa,5
2016,43,Iowa,5
2016,44,Iowa,5
2016,45,Iowa,5
2016,46,Iowa,10
2016,47,Iowa,21
2016,48,Iowa,10
2016,49,Iowa,10
2016,50,Iowa,10
2016,51,Iowa,5
2016,52,Iowa,19
2017,1,Iowa,11
2017,2,Iowa,18
2017,3,Iowa,18
2017,4,Iowa,18
2017,5,Iowa,25
2017,6,Iowa,27
2017,7,Iowa,36
2017,8,Iowa,20
2017,9,Iowa,23
2017,10,Iowa,19
2017,11,Iowa,18
2017,12,Iowa,21
2017,13,Iowa,10
2017,14,Iowa,5
2017,15,Iowa,10
2017,16,Iowa,10
2017,17,Iowa,11
2017,18,Iowa,5
2017,19,Iowa,5
2017,20,Iowa,13
2017,21,Iowa,5
2017,22,Iowa,5
2017,23,Iowa,5
2017,24,Iowa,5
2017,25,Iowa,5
2017,26,Iowa,11
2017,27,Iowa,5
2017,28,Iowa,5
2017,29,Iowa,5
2017,30,Iowa,5
2017,31,Iowa,5
2017,32,Iowa,5
2017,33,Iowa,5
2017,34,Iowa,5
2017,35,Iowa,5
2017,36,Iowa,5
2017,37,Iowa,5
2017,38,Iowa,5
2017,39,Iowa,5
2017,40,Iowa,5
2017,41,Iowa,5
2017,42,Iowa,5
2017,43,Iowa,5
2017,44,Iowa,5
2017,45,Iowa,5
2017,46,Iowa,12
2017,47,Iowa,5
2017,48,Iowa,10
2017,49,Iowa,5
2017,50,Iowa,5
2017,51,Iowa,11
2017,52,Iowa,14
2018,1,Iowa,24
2018,2,Iowa,33
2018,3,Iowa,30
2018,4,Iowa,44
2018,5,Iowa,39
2018,6,Iowa,41
2018,7,Iowa,27
2018,8,Iowa,33
2018,9,Iowa,30
2018,10,Iowa,15
2018,11,Iowa,17
2018,12,Iowa,14
2018,13,Iowa,5
2018,14,Iowa,13
2018,15,Iowa,11
2018,16,Iowa,19
2018,17,Iowa,13
2018,18,Iowa,11
2018,19,Iowa,5
2018,20,Iowa,5
2018,21,Iowa,5
2018,22,Iowa,5
2018,23,Iowa,15
2018,24,Iowa,5
2018,25,Iowa,5
2018,26,Iowa,5
2018,27,Iowa,13
2018,28,Iowa,5
2018,29,Iowa,5
2018,30,Iowa,11
2018,31,Iowa,5
2018,32,Iowa,5
2018,33,Iowa,5
2018,34,Iowa,5
2018,35,Iowa,5
2018,36,Iowa,11
2018,37,Iowa,5
2018,38,Iowa,5
2018,39,Iowa,5
2018,40,Iowa,12
2018,41,Iowa,5
2018,42,Iowa,5
2018,43,Iowa,5
2018,44,Iowa,5
2018,45,Iowa,5
2018,46,Iowa,5
2018,47,Iowa,13
2018,48,Iowa,5
2018,49,Iowa,5
2018,50,Iowa,12
2018,51,Iowa,5
2018,52,Iowa,15
2019,1,Iowa,13
2019,2,Iowa,5
2019,3,Iowa,17
2019,4,Iowa,24
2019,5,Iowa,12
2019,6,Iowa,10
2019,7,Iowa,13
2019,8,Iowa,10
2019,9,Iowa,15
2019,10,Iowa,21
2019,11,Iowa,24
2019,12,Iowa,16
2019,13,Iowa,20
2019,14,Iowa,11
2019,15,Iowa,11
2019,16,Iowa,17
2019,17,Iowa,19
2019,18,Iowa,5
2019,19,Iowa,10
2019,20,Iowa,5
2019,21,Iowa,11
2019,22,Iowa,5
2019,23,Iowa,5
2019,24,Iowa,5
2019,25,Iowa,5
2019,26,Iowa,5
2019,27,Iowa,5
2019,28,Iowa,5
2019,29,Iowa,13
2019,30,Iowa,11
2019,31,Iowa,5
2019,32,Iowa,5
2019,33,Iowa,10
2019,34,Iowa,12
2019,35,Iowa,5
2019,36,Iowa,5
2019,37,Iowa,5
2019,38,Iowa,5
2019,39,Iowa,5
2019,40,Iowa,5
2019,41,Iowa,15
2019,42,Iowa,5
2019,43,Iowa,5
2019,44,Iowa,10
2019,45,Iowa,14
2019,46,Iowa,5
2019,47,Iowa,11
2019,48,Iowa,13
2019,49,Iowa,5
2019,50,Iowa,16
2019,51,Iowa,13
2019,52,Iowa,5
2014,1,Kansas,18
2014,2,Kansas,29
2014,3,Kansas,26
2014,4,Kansas,18
2014,5,Kansas,11
2014,6,Kansas,17
2014,7,Kansas,20
2014,8,Kansas,12
2014,9,Kansas,14
2014,10,Kansas,14
2014,11,Kansas,16
2014,12,Kansas,17
2014,13,Kansas,18
2014,14,Kansas,11
2014,15,Kansas,18
2014,16,Kansas,13
2014,17,Kansas,17
2014,18,Kansas,5
2014,19,Kansas,5
2014,20,Kansas,5
2014,21,Kansas,5
2014,22,Kansas,13
2014,23,Kansas,5
2014,24,Kansas,12
2014,25,Kansas,5
2014,26,Kansas,5
2014,27,Kansas,5
2014,28,Kansas,13
2014,29,Kansas,5
2014,30,Kansas,5
2014,31,Kansas,5
2014,32,Kansas,10
2014,33,Kansas,5
2014,34,Kansas,5
2014,35,Kansas,5
2014,36,Kansas,5
2014,37,Kansas,12
2014,38,Kansas,5
2014,39,Kansas,5
2014,40,Kansas,11
2014,41,Kansas,5
2014,42,Kansas,5
2014,43,Kansas,18
2014,44,Kansas,12
2014,45,Kansas,5
2014,46,Kansas,11
2014,47,Kansas,11
2014,48,Kansas,10
2014,49,Kansas,10
2014,50,Kansas,13
2014,51,Kansas,16
2014,52,Kansas,16
2014,53,Kansas,30
2015,1,Kansas,28
2015,2,Kansas,29
2015,3,Kansas,33
2015,4,Kansas,25
2015,5,Kansas,22
2015,6,Kansas,19
2015,7,Kansas,15
2015,8,Kansas,19
2015,9,Kansas,19
2015,10,Kansas,16
2015,11,Kansas,23
2015,12,Kansas,5
2015,13,Kansas,11
2015,14,Kansas,18
2015,15,Kansas,5
2015,16,Kansas,13
2015,17,Kansas,5
2015,18,Kansas,5
2015,19,Kansas,11
2015,20,Kansas,5
2015,21,Kansas,5
2015,22,Kansas,5
2015,23,Kansas,5
2015,24,Kansas,15
2015,25,Kansas,5
2015,26,Kansas,10
2015,27,Kansas,5
2015,28,Kansas,18
2015,29,Kansas,5
2015,30,Kansas,5
2015,31,Kansas,14
2015,32,Kansas,5
2015,33,Kansas,5
2015,34,Kansas,10
2015,35,Kansas,5
2015,36,Kansas,10
2015,37,Kansas,5
2015,38,Kansas,10
2015,39,Kansas,5
2015,40,Kansas,13
2015,41,Kansas,11
2015,42,Kansas,14
2015,43,Kansas,12
2015,44,Kansas,5
2015,45,Kansas,5
2015,46,Kansas,5
2016,30,Kansas,14
2015,47,Kansas,5
2015,48,Kansas,5
2015,49,Kansas,12
2015,50,Kansas,14
2015,51,Kansas,5
2015,52,Kansas,5
2016,1,Kansas,5
2016,2,Kansas,11
2016,3,Kansas,16
2016,4,Kansas,10
2016,5,Kansas,5
2016,6,Kansas,5
2016,7,Kansas,16
2016,8,Kansas,5
2016,9,Kansas,12
2016,10,Kansas,14
2016,11,Kansas,14
2016,12,Kansas,17
2016,13,Kansas,13
2016,14,Kansas,18
2016,15,Kansas,14
2016,16,Kansas,13
2016,17,Kansas,12
2016,18,Kansas,11
2016,19,Kansas,11
2016,20,Kansas,10
2016,21,Kansas,5
2016,22,Kansas,5
2016,23,Kansas,5
2016,24,Kansas,5
2016,25,Kansas,5
2016,26,Kansas,5
2016,27,Kansas,5
2016,28,Kansas,5
2016,29,Kansas,5
2014,45,Kentucky,17
2016,31,Kansas,5
2016,32,Kansas,5
2016,33,Kansas,11
2016,34,Kansas,5
2016,35,Kansas,11
2016,36,Kansas,5
2016,37,Kansas,16
2016,38,Kansas,10
2016,39,Kansas,12
2016,40,Kansas,5
2016,41,Kansas,5
2016,42,Kansas,5
2016,43,Kansas,5
2016,44,Kansas,5
2016,45,Kansas,5
2016,46,Kansas,12
2016,47,Kansas,11
2016,48,Kansas,5
2016,49,Kansas,5
2016,50,Kansas,5
2016,51,Kansas,12
2016,52,Kansas,17
2017,1,Kansas,5
2017,2,Kansas,5
2017,3,Kansas,15
2017,4,Kansas,17
2017,5,Kansas,16
2017,6,Kansas,19
2017,7,Kansas,24
2017,8,Kansas,25
2017,9,Kansas,22
2017,10,Kansas,25
2017,11,Kansas,18
2017,12,Kansas,10
2017,13,Kansas,20
2017,14,Kansas,10
2017,15,Kansas,5
2017,16,Kansas,12
2017,17,Kansas,5
2017,18,Kansas,5
2017,19,Kansas,5
2017,20,Kansas,5
2017,21,Kansas,5
2017,22,Kansas,5
2017,23,Kansas,11
2017,24,Kansas,5
2017,25,Kansas,5
2017,26,Kansas,5
2017,27,Kansas,5
2017,28,Kansas,5
2017,29,Kansas,5
2017,30,Kansas,5
2017,31,Kansas,5
2017,32,Kansas,5
2017,33,Kansas,5
2017,34,Kansas,5
2017,35,Kansas,5
2017,36,Kansas,5
2017,37,Kansas,5
2017,38,Kansas,5
2017,39,Kansas,5
2017,40,Kansas,5
2017,41,Kansas,5
2017,42,Kansas,5
2017,43,Kansas,5
2017,44,Kansas,5
2017,45,Kansas,5
2017,46,Kansas,5
2017,47,Kansas,12
2017,48,Kansas,5
2015,42,Kentucky,13
2017,49,Kansas,5
2017,50,Kansas,10
2017,51,Kansas,13
2017,52,Kansas,19
2018,1,Kansas,24
2018,2,Kansas,31
2018,3,Kansas,35
2018,4,Kansas,31
2018,5,Kansas,26
2018,6,Kansas,42
2018,7,Kansas,26
2018,8,Kansas,21
2018,9,Kansas,32
2018,10,Kansas,18
2018,11,Kansas,14
2018,12,Kansas,15
2018,13,Kansas,13
2018,14,Kansas,10
2018,15,Kansas,12
2018,16,Kansas,5
2018,17,Kansas,5
2018,18,Kansas,5
2018,19,Kansas,5
2018,20,Kansas,5
2018,21,Kansas,5
2018,22,Kansas,5
2018,23,Kansas,5
2018,24,Kansas,5
2018,25,Kansas,5
2018,26,Kansas,5
2018,27,Kansas,5
2018,28,Kansas,5
2018,29,Kansas,10
2018,30,Kansas,5
2018,31,Kansas,5
2018,32,Kansas,5
2018,33,Kansas,5
2018,34,Kansas,5
2018,35,Kansas,5
2018,36,Kansas,5
2018,37,Kansas,12
2018,38,Kansas,5
2018,39,Kansas,5
2018,40,Kansas,12
2018,41,Kansas,5
2018,42,Kansas,10
2018,43,Kansas,5
2018,44,Kansas,5
2018,45,Kansas,5
2018,46,Kansas,11
2018,47,Kansas,5
2018,48,Kansas,10
2018,49,Kansas,5
2018,50,Kansas,11
2018,51,Kansas,13
2018,52,Kansas,5
2019,1,Kansas,11
2019,2,Kansas,16
2019,3,Kansas,17
2019,4,Kansas,5
2019,5,Kansas,14
2019,6,Kansas,5
2019,7,Kansas,21
2019,8,Kansas,13
2019,9,Kansas,21
2019,10,Kansas,11
2019,11,Kansas,20
2019,12,Kansas,13
2019,13,Kansas,20
2019,14,Kansas,12
2019,15,Kansas,16
2019,16,Kansas,5
2015,43,Kentucky,18
2019,17,Kansas,5
2019,18,Kansas,5
2019,19,Kansas,10
2019,20,Kansas,5
2019,21,Kansas,5
2019,22,Kansas,10
2019,23,Kansas,5
2019,24,Kansas,5
2019,25,Kansas,5
2019,26,Kansas,5
2019,27,Kansas,5
2019,28,Kansas,5
2019,29,Kansas,5
2019,30,Kansas,5
2019,31,Kansas,5
2019,32,Kansas,5
2019,33,Kansas,5
2019,34,Kansas,10
2019,35,Kansas,5
2019,36,Kansas,5
2019,37,Kansas,5
2019,38,Kansas,11
2019,39,Kansas,5
2019,40,Kansas,5
2019,41,Kansas,5
2019,42,Kansas,5
2019,43,Kansas,5
2019,44,Kansas,5
2019,45,Kansas,5
2019,46,Kansas,10
2019,47,Kansas,11
2019,48,Kansas,5
2019,49,Kansas,17
2019,50,Kansas,11
2019,51,Kansas,5
2014,46,Kentucky,18
2019,52,Kansas,17
2014,1,Kentucky,29
2014,2,Kentucky,32
2014,3,Kentucky,34
2014,4,Kentucky,28
2014,5,Kentucky,33
2014,6,Kentucky,22
2014,7,Kentucky,21
2014,8,Kentucky,24
2014,9,Kentucky,22
2014,10,Kentucky,16
2014,11,Kentucky,22
2014,12,Kentucky,21
2014,13,Kentucky,18
2014,14,Kentucky,19
2014,15,Kentucky,20
2014,16,Kentucky,17
2014,17,Kentucky,20
2014,18,Kentucky,20
2014,19,Kentucky,11
2014,20,Kentucky,12
2014,21,Kentucky,13
2014,22,Kentucky,19
2014,23,Kentucky,12
2014,24,Kentucky,16
2014,25,Kentucky,12
2014,26,Kentucky,21
2014,27,Kentucky,15
2014,28,Kentucky,15
2014,29,Kentucky,20
2014,30,Kentucky,18
2014,31,Kentucky,13
2014,32,Kentucky,13
2014,33,Kentucky,12
2014,34,Kentucky,13
2014,35,Kentucky,13
2014,36,Kentucky,12
2014,37,Kentucky,12
2014,38,Kentucky,20
2014,39,Kentucky,14
2014,40,Kentucky,15
2014,41,Kentucky,5
2014,42,Kentucky,13
2014,43,Kentucky,18
2014,44,Kentucky,10
2014,47,Kentucky,19
2014,48,Kentucky,13
2014,49,Kentucky,27
2014,50,Kentucky,14
2014,51,Kentucky,33
2014,52,Kentucky,46
2014,53,Kentucky,64
2015,1,Kentucky,46
2015,2,Kentucky,30
2015,3,Kentucky,30
2015,4,Kentucky,23
2015,5,Kentucky,25
2015,6,Kentucky,18
2015,7,Kentucky,24
2015,8,Kentucky,30
2015,9,Kentucky,20
2015,10,Kentucky,20
2015,11,Kentucky,24
2015,12,Kentucky,24
2015,13,Kentucky,22
2015,14,Kentucky,19
2015,15,Kentucky,17
2015,16,Kentucky,19
2015,17,Kentucky,20
2015,18,Kentucky,11
2015,19,Kentucky,19
2015,20,Kentucky,19
2015,21,Kentucky,13
2015,22,Kentucky,13
2015,23,Kentucky,18
2015,24,Kentucky,5
2015,25,Kentucky,15
2015,26,Kentucky,15
2015,27,Kentucky,14
2015,28,Kentucky,11
2015,29,Kentucky,24
2015,30,Kentucky,10
2015,31,Kentucky,5
2015,32,Kentucky,15
2015,33,Kentucky,17
2015,34,Kentucky,14
2015,35,Kentucky,15
2015,36,Kentucky,17
2015,37,Kentucky,18
2015,38,Kentucky,15
2015,39,Kentucky,13
2015,40,Kentucky,11
2015,44,Kentucky,14
2015,45,Kentucky,11
2015,46,Kentucky,12
2015,47,Kentucky,11
2015,48,Kentucky,19
2015,49,Kentucky,15
2015,50,Kentucky,29
2015,51,Kentucky,22
2015,52,Kentucky,26
2016,1,Kentucky,30
2016,2,Kentucky,23
2016,3,Kentucky,26
2016,4,Kentucky,18
2016,5,Kentucky,22
2016,6,Kentucky,20
2016,7,Kentucky,20
2016,8,Kentucky,24
2016,9,Kentucky,29
2016,10,Kentucky,20
2016,11,Kentucky,30
2016,12,Kentucky,21
2016,13,Kentucky,20
2016,14,Kentucky,26
2016,15,Kentucky,18
2016,16,Kentucky,21
2016,17,Kentucky,17
2016,18,Kentucky,5
2016,19,Kentucky,19
2016,20,Kentucky,12
2016,21,Kentucky,5
2016,22,Kentucky,14
2016,23,Kentucky,14
2016,24,Kentucky,22
2016,25,Kentucky,5
2016,26,Kentucky,14
2016,27,Kentucky,16
2016,28,Kentucky,21
2016,29,Kentucky,17
2016,30,Kentucky,5
2016,31,Kentucky,13
2016,32,Kentucky,13
2016,33,Kentucky,19
2016,34,Kentucky,5
2016,35,Kentucky,14
2016,36,Kentucky,5
2016,37,Kentucky,19
2016,38,Kentucky,18
2016,39,Kentucky,14
2016,40,Kentucky,12
2016,41,Kentucky,5
2016,42,Kentucky,11
2016,43,Kentucky,16
2016,44,Kentucky,12
2016,45,Kentucky,10
2016,46,Kentucky,13
2016,47,Kentucky,17
2016,48,Kentucky,18
2016,49,Kentucky,14
2016,50,Kentucky,10
2016,51,Kentucky,17
2016,52,Kentucky,27
2017,1,Kentucky,23
2017,2,Kentucky,19
2017,3,Kentucky,21
2017,4,Kentucky,22
2017,5,Kentucky,20
2017,6,Kentucky,27
2017,7,Kentucky,17
2017,8,Kentucky,35
2017,9,Kentucky,32
2017,10,Kentucky,31
2017,11,Kentucky,34
2017,12,Kentucky,31
2017,13,Kentucky,23
2017,14,Kentucky,27
2017,15,Kentucky,22
2017,16,Kentucky,32
2017,17,Kentucky,15
2017,18,Kentucky,15
2017,19,Kentucky,17
2017,20,Kentucky,5
2017,21,Kentucky,18
2017,22,Kentucky,18
2017,23,Kentucky,14
2017,24,Kentucky,12
2017,25,Kentucky,5
2017,26,Kentucky,13
2017,27,Kentucky,5
2017,28,Kentucky,18
2017,29,Kentucky,10
2017,30,Kentucky,13
2017,31,Kentucky,13
2017,32,Kentucky,11
2017,33,Kentucky,12
2017,34,Kentucky,5
2017,35,Kentucky,18
2017,36,Kentucky,13
2017,37,Kentucky,5
2017,38,Kentucky,11
2017,39,Kentucky,15
2017,40,Kentucky,15
2017,41,Kentucky,10
2017,42,Kentucky,5
2017,43,Kentucky,5
2017,44,Kentucky,18
2017,45,Kentucky,12
2017,46,Kentucky,13
2017,47,Kentucky,15
2017,48,Kentucky,13
2017,49,Kentucky,20
2017,50,Kentucky,29
2017,51,Kentucky,30
2017,52,Kentucky,29
2018,1,Kentucky,38
2018,2,Kentucky,63
2018,3,Kentucky,52
2018,4,Kentucky,45
2018,5,Kentucky,24
2018,6,Kentucky,37
2018,7,Kentucky,36
2018,8,Kentucky,29
2018,9,Kentucky,27
2018,10,Kentucky,25
2018,11,Kentucky,21
2018,12,Kentucky,19
2018,13,Kentucky,18
2018,14,Kentucky,26
2018,15,Kentucky,17
2018,16,Kentucky,17
2018,17,Kentucky,14
2018,18,Kentucky,12
2018,19,Kentucky,15
2018,20,Kentucky,16
2018,21,Kentucky,16
2018,22,Kentucky,5
2018,23,Kentucky,13
2018,24,Kentucky,11
2018,25,Kentucky,13
2018,26,Kentucky,5
2018,27,Kentucky,12
2018,28,Kentucky,5
2018,29,Kentucky,12
2018,30,Kentucky,11
2018,31,Kentucky,5
2018,32,Kentucky,11
2018,33,Kentucky,5
2018,34,Kentucky,13
2018,35,Kentucky,11
2018,36,Kentucky,12
2018,37,Kentucky,12
2018,38,Kentucky,10
2018,39,Kentucky,12
2018,40,Kentucky,11
2018,41,Kentucky,5
2018,42,Kentucky,5
2018,43,Kentucky,13
2018,44,Kentucky,5
2018,45,Kentucky,19
2018,46,Kentucky,17
2018,47,Kentucky,12
2018,48,Kentucky,17
2018,49,Kentucky,16
2018,50,Kentucky,17
2018,51,Kentucky,26
2018,52,Kentucky,17
2019,1,Kentucky,20
2019,2,Kentucky,29
2019,3,Kentucky,19
2019,4,Kentucky,11
2019,5,Kentucky,19
2019,6,Kentucky,20
2019,7,Kentucky,21
2019,8,Kentucky,23
2019,9,Kentucky,23
2019,10,Kentucky,37
2019,11,Kentucky,39
2019,12,Kentucky,23
2019,13,Kentucky,22
2019,14,Kentucky,16
2019,15,Kentucky,18
2019,16,Kentucky,22
2019,17,Kentucky,26
2019,18,Kentucky,17
2019,19,Kentucky,16
2019,20,Kentucky,16
2019,21,Kentucky,11
2019,22,Kentucky,5
2019,23,Kentucky,10
2019,24,Kentucky,18
2019,25,Kentucky,10
2019,26,Kentucky,15
2019,27,Kentucky,15
2019,28,Kentucky,5
2019,29,Kentucky,5
2019,30,Kentucky,11
2019,31,Kentucky,13
2019,32,Kentucky,13
2019,33,Kentucky,12
2019,34,Kentucky,14
2019,35,Kentucky,14
2019,36,Kentucky,5
2019,37,Kentucky,5
2019,38,Kentucky,18
2019,39,Kentucky,17
2019,40,Kentucky,5
2019,41,Kentucky,5
2019,42,Kentucky,14
2019,43,Kentucky,15
2019,44,Kentucky,11
2019,45,Kentucky,10
2019,46,Kentucky,10
2019,47,Kentucky,16
2019,48,Kentucky,10
2019,49,Kentucky,18
2019,50,Kentucky,19
2019,51,Kentucky,20
2019,52,Kentucky,21
2014,1,Louisiana,38
2014,2,Louisiana,52
2014,3,Louisiana,35
2014,4,Louisiana,39
2014,5,Louisiana,30
2014,6,Louisiana,22
2014,7,Louisiana,27
2014,8,Louisiana,20
2014,9,Louisiana,31
2014,10,Louisiana,16
2014,11,Louisiana,17
2014,12,Louisiana,13
2014,13,Louisiana,5
2014,14,Louisiana,18
2014,15,Louisiana,19
2014,16,Louisiana,18
2014,17,Louisiana,11
2014,18,Louisiana,12
2014,19,Louisiana,16
2014,20,Louisiana,12
2014,21,Louisiana,10
2014,22,Louisiana,5
2014,23,Louisiana,10
2014,24,Louisiana,5
2014,25,Louisiana,12
2014,26,Louisiana,14
2014,27,Louisiana,14
2014,28,Louisiana,5
2014,29,Louisiana,15
2014,30,Louisiana,18
2014,31,Louisiana,5
2014,32,Louisiana,15
2014,33,Louisiana,10
2014,34,Louisiana,5
2014,35,Louisiana,13
2014,36,Louisiana,5
2014,37,Louisiana,5
2014,38,Louisiana,5
2014,39,Louisiana,5
2014,40,Louisiana,12
2014,41,Louisiana,12
2014,42,Louisiana,19
2014,43,Louisiana,5
2014,44,Louisiana,13
2014,45,Louisiana,17
2014,46,Louisiana,5
2014,47,Louisiana,13
2014,48,Louisiana,20
2014,49,Louisiana,18
2014,50,Louisiana,21
2014,51,Louisiana,25
2014,52,Louisiana,19
2014,53,Louisiana,31
2015,1,Louisiana,26
2015,2,Louisiana,28
2015,3,Louisiana,29
2015,4,Louisiana,24
2015,5,Louisiana,32
